Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Molecular Function	GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	 	7.502E-44	1.197E-40	1.088E-41	8.650E-41	95	365	NCOA3,ESR1,ESR2,ESRRA,ETS1,ETS2,ETV1,ETV4,SNAI3,MEF2A,MEF2D,SALL1,MITF,FOXC2,FOXO1,SIX1,SKIL,BHLHE40,AR,MSX2,ASCL1,ASCL2,TP63,NR5A2,SNAI2,SNAI1,MYB,MYBL2,MYC,SOX2,FOXJ2,SOX4,SOX9,SP1,GATA1,SREBF1,GATA3,SRF,NKX3-2,STAT3,STAT5A,STAT5B,NFIL3,GLI2,KLF5,NKX6-1,TCF4,TCF3,YBX1,RUNX2,PAX2,PBX1,TP53,TP73,HDGF,HIF1A,CEBPA,CEBPB,NR4A1,FOXA1,FOXA2,KLF4,HNF4A,TWIST1,HOXA10,HAND1,PLAGL2,HES1,KLF17,HSF1,ONECUT2,POU5F1,BATF2,CREB1,CREBBP,MZF1,ZNF746,NEUROG3,PROX1,FOXK2,JUN,JUNB,HDAC5,FOXP2,NR1H3,RELA,FOSL1,HMGA2,EGR1,ELK1,ELK3,LEF1,EPAS1,SMAD2,SMAD4
GO: Molecular Function	GO:0000976	transcription regulatory region sequence-specific DNA binding	 	1.442E-43	2.300E-40	1.917E-41	1.524E-40	132	704	NANOG,ESR1,ESR2,ESRRA,ESRRB,ETS2,ETV1,ETV4,ACTN4,ACTL6A,EZH2,SNAI3,MEF2A,MEF2D,SALL1,SATB1,YAP1,MITF,KMT2A,MKL1,FOXC1,XRN2,SIX1,SKIL,AR,MBD3,MSX2,FOXD3,ASCL1,ASCL2,NR5A2,UHRF1,SNAI1,MUC1,MYB,MYBL2,MYC,SOX2,FOXJ2,SOX3,SOX4,SOX9,SP1,GATA1,SREBF1,GATA3,SRF,GATA6,NKX3-2,BCL6,STAT1,STAT3,STAT5A,STAT5B,KAT2B,NR1I2,EHMT2,GLI1,NFIL3,GLI2,KLF5,NFKB1,TBXT,NKX6-1,NME1,TCF4,TCF3,YBX1,RUNX2,RUNX1,SIRT1,MTA1,H2AFZ,PAX2,SUZ12,PBX1,PBX3,TP53,HDAC1,TP73,HDAC2,HDGF,CDX2,CEBPA,CEBPB,TRPS1,ZMYND8,FOXA2,KLF4,HNF4A,ALX4,HOXA10,LHX2,HOXD9,HAND1,KLF17,HSF1,KDM6A,ONECUT2,XBP1,POU5F1,SIN3A,PPARG,BATF2,CREB1,CREBBP,MZF1,ZNF746,NEUROG3,CUX1,PROP1,PROX1,FOXK2,JARID2,JUN,JUNB,DLX2,RARB,HDAC5,FOXP2,NR1H3,RELA,FOSL1,EGR1,ELF5,ELK1,ELK3,LEF1,EP300,SMAD2,SMAD3,SMAD4
GO: Molecular Function	GO:1990837	sequence-specific double-stranded DNA binding	 	8.088E-43	1.290E-39	9.924E-41	7.891E-40	134	735	NANOG,ESR1,ESR2,ESRRA,ESRRB,ETS2,ETV1,ETV4,ACTN4,ACTL6A,EZH2,SNAI3,MEF2A,MEF2D,SALL1,SATB1,YAP1,MITF,KMT2A,MKL1,FOXC1,XRN2,SIX1,SKIL,AR,MBD3,MSX2,FOXD3,MTOR,ASCL1,ASCL2,NR5A2,UHRF1,SNAI1,MUC1,MYB,MYBL2,MYC,SOX2,FOXJ2,SOX3,SOX4,SOX9,SP1,GATA1,SREBF1,GATA3,SRF,GATA6,NKX3-2,BCL6,STAT1,STAT3,STAT5A,STAT5B,KAT2B,NR1I2,EHMT2,GLI1,NFIL3,GLI2,KLF5,NFKB1,TBXT,NKX6-1,NME1,TCF4,TCF3,YBX1,RUNX2,RUNX1,SIRT1,MTA1,H2AFZ,PAX2,SUZ12,PBX1,PBX3,TP53,HDAC1,TP73,HDAC2,HDGF,CDX2,CEBPA,CEBPB,TRPS1,ZMYND8,FOXA2,KLF4,HNF4A,ALX4,HOXA10,LHX2,HOXD9,HAND1,KLF17,HSF1,KDM6A,ONECUT2,XBP1,POU5F1,SIN3A,PPARG,BATF2,CREB1,CREBBP,MZF1,ZNF746,NEUROG3,CUX1,PROP1,PROX1,FOXK2,JARID2,JUN,JUNB,DLX2,RARB,HDAC5,FOXP2,NR1H3,RELA,FOSL1,HMGA2,EGR1,ELF5,ELK1,ELK3,LEF1,EP300,SMAD2,SMAD3,SMAD4
GO: Molecular Function	GO:0003690	double-stranded DNA binding	 	7.475E-42	1.192E-38	8.516E-40	6.772E-39	141	823	NANOG,ESR1,ESR2,ESRRA,ESRRB,ETS2,ETV1,ETV4,ACTN4,ACTL6A,EZH2,SNAI3,MEF2A,MEF2D,SALL1,SATB1,YAP1,MITF,KMT2A,MKL1,FOXC1,XRN2,SIX1,SKIL,AR,MBD3,MSX2,FOXD3,MTOR,ASCL1,ASCL2,TP63,NR5A2,UHRF1,SNAI1,MUC1,MYB,MYBL2,MYC,SOX2,FOXJ2,SOX3,SOX4,SOX9,SP1,GATA1,SREBF1,GATA3,SRF,GATA6,NKX3-2,BCL6,STAT1,STAT3,STAT5A,STAT5B,KAT2B,NR1I2,EHMT2,GLI1,NFIL3,GLI2,KLF5,NFKB1,TBXT,NKX6-1,NME1,TCF4,TCF3,ZEB1,YBX1,RUNX2,RUNX1,SIRT1,MTA1,H2AFZ,PAX2,SUZ12,PBX1,PBX3,TP53,HDAC1,TP73,HDAC2,HDGF,CDX2,CEBPA,CEBPB,TRPS1,ZMYND8,HMGB1,FOXA1,FOXA2,KLF4,HNF4A,ALX4,HOXA10,LHX2,HOXD9,HAND1,KLF17,HSF1,KDM6A,ONECUT2,XBP1,POU5F1,SIN3A,PPARG,BATF2,CREB1,CREBBP,MZF1,ZNF746,CTNNB1,NEUROG3,CUX1,PROP1,PROX1,FOXK2,JARID2,JUN,JUNB,DLX2,DNMT1,RARB,HDAC5,FOXP2,NR1H3,RELA,FOSL1,HMGA2,EGFR,EGR1,ELF5,ELK1,ELK3,LEF1,EP300,SMAD2,SMAD3,SMAD4
GO: Molecular Function	GO:0001012	RNA polymerase II regulatory region DNA binding	 	4.165E-39	6.643E-36	4.429E-37	3.522E-36	119	636	NCOA3,ESR1,ESR2,ESRRA,ESRRB,ETS2,ETV1,ETV4,ACTN4,ACTL6A,EZH2,SNAI3,MEF2A,MEF2D,SALL1,SATB1,YAP1,MITF,FOXC1,SIX1,SKIL,AR,MBD3,MSX2,FOXD3,ASCL1,ASCL2,NR5A2,SNAI1,MUC1,MYB,MYBL2,MYC,FOXJ2,SOX3,SP1,GATA1,SREBF1,GATA3,SRF,GATA6,NKX3-2,BCL6,STAT1,STAT3,STAT5A,STAT5B,KAT2B,NR1I2,EHMT2,GLI1,NFIL3,GLI2,KLF5,NFKB1,TBXT,NKX6-1,NME1,TCF4,TCF3,YBX1,RUNX2,RUNX1,H2AFZ,PAX2,SUZ12,PBX1,PBX3,TP53,HDAC1,TP73,HDAC2,HDGF,CDX2,CEBPA,CEBPB,TRPS1,ZMYND8,FOXA2,HNF4A,ALX4,HOXA10,LHX2,HOXD9,HAND1,KLF17,HSF1,KDM6A,ONECUT2,XBP1,POU5F1,PPARG,BATF2,CREB1,CREBBP,MZF1,ZNF746,NEUROG3,CUX1,PROP1,FOXK2,JARID2,JUN,JUNB,DLX2,RARB,FOXP2,NR1H3,RELA,FOSL1,EGR1,ELF5,ELK1,ELK3,LEF1,EP300,SMAD2,SMAD3,SMAD4
GO: Molecular Function	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	 	1.319E-38	2.105E-35	1.315E-36	1.046E-35	88	357	NCOA3,ESR1,ESR2,ESRRA,ETV1,ETV4,GRHL2,MEF2A,MEF2D,MITF,FOXC1,FOXC2,FOXO3,SIX1,AR,TP63,NR5A2,MYB,MYBL2,MYC,SOX2,FOXJ2,SOX4,SOX9,SP1,GATA1,SREBF1,GATA3,SRF,GATA6,STAT3,STAT5A,STAT5B,NR1I2,GLI2,KLF5,NFKB1,TCF4,TCF3,YBX1,SOX17,RUNX2,RUNX1,PBX1,PBX3,TP53,TP73,HIF1A,CEBPA,CEBPB,TRPS1,NR4A1,FOXA1,FOXA2,KLF4,HNF4A,ALX4,TWIST1,OVOL2,HOXA10,PLAGL2,ONECUT2,POU5F1,PPARG,CREB1,CREBBP,MZF1,NEUROG3,PROP1,FOXK2,ZEB2,JUN,JUNB,DLX2,HDAC5,NR1H3,RELA,FOSL1,HMGA2,EGR1,ELF5,ELK1,ELK3,LEF1,EP300,EPAS1,SMAD2,SMAD4
GO: Molecular Function	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	 	4.128E-38	6.584E-35	3.873E-36	3.080E-35	117	630	ESR1,ESR2,ESRRA,ESRRB,ETS2,ETV1,ETV4,ACTN4,ACTL6A,EZH2,SNAI3,MEF2A,MEF2D,SALL1,SATB1,YAP1,MITF,FOXC1,SIX1,SKIL,AR,MBD3,MSX2,FOXD3,ASCL1,ASCL2,NR5A2,SNAI1,MUC1,MYB,MYBL2,MYC,FOXJ2,SOX3,SP1,GATA1,SREBF1,GATA3,SRF,GATA6,NKX3-2,BCL6,STAT1,STAT3,STAT5A,STAT5B,KAT2B,NR1I2,EHMT2,GLI1,NFIL3,GLI2,KLF5,NFKB1,TBXT,NKX6-1,NME1,TCF4,TCF3,YBX1,RUNX2,RUNX1,H2AFZ,PAX2,SUZ12,PBX1,PBX3,TP53,HDAC1,TP73,HDAC2,HDGF,CDX2,CEBPA,CEBPB,TRPS1,ZMYND8,FOXA2,HNF4A,ALX4,HOXA10,LHX2,HOXD9,HAND1,KLF17,HSF1,KDM6A,ONECUT2,XBP1,POU5F1,BATF2,CREB1,CREBBP,MZF1,ZNF746,NEUROG3,CUX1,PROP1,FOXK2,JARID2,JUN,JUNB,DLX2,RARB,FOXP2,NR1H3,RELA,FOSL1,EGR1,ELF5,ELK1,ELK3,LEF1,EP300,SMAD2,SMAD3,SMAD4
GO: Molecular Function	GO:0042802	identical protein binding	 	5.278E-34	8.418E-31	4.677E-32	3.719E-31	173	1359	EPHB2,ERBB2,ERN1,ESR1,RPS6KB1,ETS1,MCL1,ACTN4,MDM2,ADAM10,CLIP1,MEF2D,AXIN1,S100A2,S100A4,CCR2,S100A6,PARP1,FBLN1,FASN,FBP1,RACK1,HOOK1,ATXN1,AGER,KMT2A,CCL3,AKT1,FOXO4,CCL5,ALAD,FGFR1,FGFR2,ALDH1A1,MMP9,ALDOB,ALK,FOXC2,CUL3,FLNA,ANG,FMR1,FN1,AGR2,IKBKG,BIRC5,SIAH1,FAS,SKP2,BHLHE40,SLC2A1,SCUBE2,STC2,ASCL1,TP63,FHOD1,GLIPR2,UHRF1,FZD2,TRIM37,SOD2,FOXJ2,MYD88,SP1,EED,GAPDH,MYCBP2,STK26,SRI,RIPK2,SRF,NCL,BCL2,LILRB1,STAT1,STAT3,CEACAM1,STIM1,BMP2,BMP4,GJB1,BRAF,SQSTM1,NFKB1,NFKBIA,TIMELESS,NME1,TCF4,TCF3,NTRK2,RNF8,CAV1,RUNX1,TERT,NR2F2,SIRT1,CLDN1,TGFB1,TGFB2,TGFB3,TLE1,RASSF1,TNF,CDC42,TP53,TP53BP2,LRRFIP1,TP73,HGF,CEACAM5,CEBPA,CEBPB,PDGFB,MGLL,TSC2,NR4A1,HNF4A,PGF,TWIST1,TYMS,ADIPOQ,CBY1,PRMT1,HAND1,TRPM8,HES1,ABCG2,EIF2AK3,KDM6A,SMURF2,HSPB1,VCP,VEGFA,VIM,ID1,XBP1,WWTR1,CLDN7,PPARG,CREB1,YWHAZ,CRP,CRYAB,PTPA,IGF1R,MZF1,CSNK2B,CTBP1,MAPK1,DAB2IP,PTEN,PTGS2,PTK2,JUN,PDCD6IP,FOXP2,RB1,L1CAM,DVL2,RELA,LCN2,LGALS1,NAMPT,EGFR,ANGPTL4,ELAVL1,PSME3,ENO1,SMAD2,SMAD3,SMAD4,EPHA4,FBXW7
GO: Molecular Function	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	 	1.110E-32	1.771E-29	9.319E-31	7.411E-30	69	259	NCOA3,ESR1,ESR2,ESRRA,ETV1,ETV4,MEF2A,MEF2D,MITF,FOXC2,SIX1,AR,TP63,NR5A2,MYB,MYBL2,MYC,SOX2,FOXJ2,SOX4,SOX9,SP1,GATA1,SREBF1,GATA3,SRF,STAT3,STAT5A,STAT5B,GLI2,KLF5,TCF4,TCF3,YBX1,RUNX2,PBX1,TP53,TP73,HIF1A,CEBPA,CEBPB,NR4A1,FOXA1,FOXA2,KLF4,HNF4A,TWIST1,HOXA10,PLAGL2,ONECUT2,POU5F1,CREB1,MZF1,NEUROG3,FOXK2,JUN,JUNB,HDAC5,NR1H3,RELA,FOSL1,HMGA2,EGR1,ELK1,ELK3,LEF1,EPAS1,SMAD2,SMAD4
GO: Molecular Function	GO:0019900	kinase binding	 	1.644E-31	2.622E-28	1.311E-29	1.043E-28	113	691	SPRY2,ACTA2,ADAM10,MEF2A,AXIN1,CCR2,PARP1,RACK1,AGTR1,AKT1,AKT2,MAD2L2,FOXM1,FOXO3,FLNA,PPM1D,ANXA5,SHC1,SKI,FAS,SLC2A1,ARRB1,MTOR,CD24,IRS2,SNAI1,SUFU,SOX9,SRC,SREBF1,GATA6,CCND1,STAT3,CEACAM1,AURKA,KAT2B,BRAF,SQSTM1,NME1,GOLGA2,TCF3,NTRK2,CAV1,CBLB,SIRT1,GSK3B,CCNA2,CCND2,TGFBR2,PEBP1,ERRFI1,CD44,PAK1,PAWR,PARD3,CDC42,CDH2,TP53,TP73,CDK5,HIF1A,CEBPA,CEBPB,PDGFRB,FOXA2,PIK3R1,PIN1,PKD1,PRMT1,HES1,CCR5,HSPB1,EZR,VIM,XBP1,YWHAG,YWHAZ,ZFP36,CSPG4,PRKAA1,PITPNM3,MAPK1,CTNNB1,CTNND1,MAPK7,MAP2K1,DAB2IP,HDAC9,ILK,HDAC4,IRS1,PTEN,ITGAV,ITGB1,PTK2,JAK2,PTPN6,PTPN11,PARD6A,KIF5B,RAC1,HDAC5,RASA1,RB1,DVL2,E2F1,RELA,TRAP1,LMNB1,EGFR,ELAVL1,EP300,SMAD3
GO: Molecular Function	GO:0005126	cytokine receptor binding	 	3.644E-31	5.813E-28	2.768E-29	2.201E-28	71	289	EPO,LRG1,CCR2,CXCL9,CCL2,CCL3,CCL5,CCL18,CCL19,CCL20,CCL21,CCL22,CCL25,CXCL5,CX3CL1,CXCL12,SHC1,CXCL13,IL23A,TNFSF11,TRIM37,MYD88,TNFSF12,TNFSF10,GATA3,GDF10,BDNF,STAT1,STAT3,GH1,BMP2,BMP4,BMP6,BMP7,ADAM17,NODAL,NUCB2,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TGFBR3,OSM,CD44,TNF,IL27,PIK3R1,SMURF2,VEGFA,GDF15,CXCL14,CSF2,IL22,IL4,IL6,CXCL8,DAB2IP,IL11,IL17A,ITGA5,JAK2,TNFSF15,ITCH,LIF,TRAP1,GREM1,LYN,SMAD2,SMAD3,SMAD7
GO: Molecular Function	GO:0019901	protein kinase binding	 	1.329E-30	2.119E-27	9.218E-29	7.330E-28	105	620	SPRY2,ACTA2,ADAM10,MEF2A,AXIN1,CCR2,PARP1,RACK1,AGTR1,AKT1,AKT2,MAD2L2,FOXM1,FOXO3,FLNA,PPM1D,ANXA5,SHC1,SKI,ARRB1,MTOR,CD24,IRS2,SUFU,SOX9,SRC,SREBF1,GATA6,CCND1,STAT3,CEACAM1,AURKA,KAT2B,BRAF,SQSTM1,NME1,GOLGA2,TCF3,NTRK2,CAV1,CBLB,SIRT1,GSK3B,CCNA2,CCND2,TGFBR2,PEBP1,ERRFI1,CD44,PAK1,PAWR,PARD3,CDC42,CDH2,TP53,TP73,CDK5,HIF1A,PDGFRB,PIK3R1,PIN1,PKD1,PRMT1,HES1,CCR5,HSPB1,EZR,VIM,XBP1,YWHAG,YWHAZ,ZFP36,CSPG4,PITPNM3,MAPK1,CTNNB1,CTNND1,MAPK7,MAP2K1,DAB2IP,HDAC9,ILK,HDAC4,IRS1,PTEN,ITGAV,ITGB1,PTK2,JAK2,PTPN6,PTPN11,PARD6A,KIF5B,RAC1,HDAC5,RASA1,DVL2,E2F1,RELA,TRAP1,LMNB1,EGFR,ELAVL1,EP300,SMAD3
GO: Molecular Function	GO:0019904	protein domain specific binding	 	1.329E-30	2.120E-27	9.218E-29	7.330E-28	115	729	CRIM1,ESRRA,RPS6KB1,MCL1,ADAM10,AXIN1,EHD2,FZD7,RACK1,TACC3,MKL1,PRRX2,CUL3,IKBKG,SKI,SKIL,BHLHE40,AR,TRIM16,RHOA,MTOR,TP63,IRS2,FZD2,MYB,MYD88,SP1,SRC,GATA1,RIPK2,GATA3,BCL2,LILRB1,BMI1,BMP2,STK11,AFAP1L2,NF2,EHMT2,SQSTM1,ADAM17,TCF3,TWIST2,RUNX2,DICER1,SIRT1,GSN,OPRM1,TGFBR3,TGM2,TJP1,TLN1,ERRFI1,PAWR,PAX2,CDH1,TP53BP2,HDAC1,HDAC2,EXOC4,CEBPA,PDZK1,CFTR,FOXA1,FOXA2,ALX4,TWIST1,SLC9A3R1,PIK3R1,PKD1,QKI,HSPA5,VCP,EZR,PRRX1,WNT1,WNT5A,POU5F1,PPARG,YWHAG,YWHAZ,CRK,CSNK2B,CTBP1,PRKCI,CTNND1,MAP2K2,PROX1,DAB2IP,ILK,IRS1,ITGA3,PTEN,ITGB1,PTK2,JAK2,JUN,PTPN6,PTPN11,TRIM11,F11R,WNT3A,DNMT1,KRAS,PDCD6IP,L1CAM,DVL2,RELA,ADAM12,HMGA2,TRIM28,SENP2,LYN,LEF1,EPHA4
GO: Molecular Function	GO:0000987	proximal promoter sequence-specific DNA binding	 	4.813E-30	7.677E-27	3.199E-28	2.544E-27	82	398	ESR1,ESR2,ESRRA,ETS2,ETV1,ETV4,ACTL6A,SNAI3,MEF2A,MEF2D,SALL1,MITF,SIX1,SKIL,AR,MBD3,MSX2,ASCL1,ASCL2,NR5A2,UHRF1,MUC1,MYB,MYBL2,MYC,FOXJ2,SP1,GATA1,SREBF1,GATA3,SRF,NKX3-2,STAT1,STAT3,GLI1,GLI2,KLF5,TBXT,NKX6-1,TCF4,TCF3,YBX1,RUNX2,H2AFZ,PAX2,PBX1,HDAC1,TP73,HDAC2,HDGF,CEBPA,CEBPB,FOXA2,KLF4,HOXA10,LHX2,HAND1,KLF17,HSF1,KDM6A,ONECUT2,POU5F1,BATF2,CREB1,CREBBP,MZF1,ZNF746,NEUROG3,FOXK2,JUN,JUNB,FOXP2,NR1H3,RELA,FOSL1,ELK1,ELK3,LEF1,EP300,SMAD2,SMAD3,SMAD4
GO: Molecular Function	GO:0000988	transcription factor activity, protein binding	 	5.027E-29	8.019E-26	3.207E-27	2.551E-26	102	614	NCOA3,NANOG,ESR2,ESRRB,ACTN4,ACTL6A,MEF2A,SALL1,YAP1,FGF2,MKL1,FOXO1,HIPK2,SIAH2,SKI,SKIL,BHLHE40,MSX2,ASCL1,TP63,BRD7,SUFU,MUC1,KDM1A,SOX3,SOX4,KDM5B,WWOX,GATA3,SRF,CCND1,HDAC3,PPARGC1A,KAT2B,NR1I2,BRCA1,SQSTM1,NFIL3,TBXT,NOTCH1,NOTCH2,TCF4,TCF3,ZEB1,USP22,KMT5A,SOX17,TWIST2,NR2F2,SIRT1,TGFB1I1,NMI,MTA1,TLE1,TLE4,PAWR,AJUBA,TP53BP1,HDAC1,HDGF,NR2C2,HIF1A,CDX2,CEBPA,ZMYND8,KLF4,LHX2,HAND1,PRRX1,WWTR1,POU5F1,SIN3A,PPARG,CREB1,CREBBP,CTBP1,CTNNB1,NEUROG3,PROX1,HDAC9,HDAC4,JUN,JUNB,WNT3A,DNMT3B,HDAC5,RB1,KDM5A,NR1H3,TBL1XR1,LIF,HMGA2,TRIM28,LOXL2,ING4,ELK3,ENO1,MTDH,PBXIP1,EP300,SMAD3,SMAD4
GO: Molecular Function	GO:0000989	transcription factor activity, transcription factor binding	 	1.269E-28	2.025E-25	7.787E-27	6.192E-26	101	610	NCOA3,NANOG,ESR2,ESRRB,ACTN4,ACTL6A,MEF2A,SALL1,YAP1,FGF2,MKL1,FOXO1,HIPK2,SIAH2,SKI,SKIL,BHLHE40,MSX2,ASCL1,TP63,BRD7,SUFU,MUC1,KDM1A,SOX3,SOX4,KDM5B,WWOX,GATA3,SRF,CCND1,HDAC3,PPARGC1A,KAT2B,NR1I2,BRCA1,SQSTM1,NFIL3,TBXT,NOTCH1,NOTCH2,TCF4,TCF3,ZEB1,USP22,KMT5A,SOX17,TWIST2,NR2F2,SIRT1,TGFB1I1,NMI,MTA1,TLE1,TLE4,PAWR,AJUBA,TP53BP1,HDAC1,HDGF,NR2C2,HIF1A,CDX2,CEBPA,ZMYND8,KLF4,LHX2,HAND1,PRRX1,WWTR1,POU5F1,SIN3A,PPARG,CREB1,CREBBP,CTBP1,CTNNB1,NEUROG3,PROX1,HDAC9,HDAC4,JUN,JUNB,WNT3A,DNMT3B,HDAC5,RB1,KDM5A,NR1H3,TBL1XR1,LIF,HMGA2,TRIM28,LOXL2,ING4,ELK3,ENO1,MTDH,PBXIP1,EP300,SMAD4
GO: Molecular Function	GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	 	1.408E-28	2.246E-25	8.319E-27	6.615E-26	78	379	ESR1,ESR2,ESRRA,ETS2,ETV1,ETV4,ACTL6A,SNAI3,MEF2A,MEF2D,SALL1,MITF,SIX1,SKIL,AR,MBD3,MSX2,ASCL1,ASCL2,NR5A2,MUC1,MYB,MYBL2,MYC,FOXJ2,SP1,GATA1,SREBF1,SRF,NKX3-2,STAT1,STAT3,GLI1,GLI2,KLF5,TBXT,NKX6-1,TCF4,TCF3,YBX1,RUNX2,H2AFZ,PAX2,PBX1,HDAC1,TP73,HDAC2,HDGF,CEBPA,CEBPB,FOXA2,HOXA10,LHX2,HAND1,KLF17,HSF1,KDM6A,ONECUT2,POU5F1,BATF2,CREB1,MZF1,ZNF746,NEUROG3,FOXK2,JUN,JUNB,FOXP2,NR1H3,RELA,FOSL1,ELK1,ELK3,LEF1,EP300,SMAD2,SMAD3,SMAD4
GO: Molecular Function	GO:0004672	protein kinase activity	 	2.952E-28	4.709E-25	1.682E-26	1.337E-25	104	649	EPHB2,EPHB3,ERBB2,CRIM1,ERN1,RPS6KB1,PAK4,MAP3K4,MET,EFEMP1,FGF1,FGF2,CCL2,CCL3,FGF9,AKT1,AKT2,CCL5,FGFR1,FGFR2,ALK,DYRK2,HIPK2,MTOR,STK33,TBK1,ATM,SOX9,AXL,STK26,SRC,RIPK2,CCND1,STAT5A,STAT5B,NRP2,NRP1,AURKA,STK11,BRAF,SQSTM1,MAP3K7,DDR1,PIM2,CDKL2,NTRK2,NTRK3,ROR1,ROR2,DDR2,GSK3B,TGFB2,TGFBR1,TGFBR2,TGFBR3,PAK1,MMD,DCLK1,CDK3,CDK5,CDKN1A,PDGFRB,CHEK1,CDK14,TYRO3,PIK3CA,CLK2,MAP4K4,EIF2AK3,IGF1R,MAPK14,CSF2,CSNK2B,PRKAA1,PRKAA2,PRKCA,PRKCI,PRKCQ,MAPK1,MAPK3,MAPK7,MAPK8,MAP2K1,MAP2K2,CUX1,ILK,PTK2,JAK2,JAK3,NUAK1,KDR,PAK5,HMGA2,EGF,EGFR,TRIM28,EPHA2,ROCK1,ROS1,LTBP1,PEAK1,LYN,EPHA4,EPHA8
GO: Molecular Function	GO:0016773	phosphotransferase activity, alcohol group as acceptor	 	1.043E-26	1.663E-23	5.736E-25	4.561E-24	113	781	EPHB2,EPHB3,ERBB2,CRIM1,ERN1,RPS6KB1,PAK4,MAP3K4,MET,EFEMP1,FGF1,FGF2,CCL2,CCL3,FGF9,AKT1,AKT2,CCL5,FGFR1,FGFR2,ALK,DYRK2,PIK3R3,HIPK2,MTOR,STK33,TBK1,IRS2,ATM,SOX9,AXL,STK26,SRC,RIPK2,CCND1,STAT5A,STAT5B,NRP2,NRP1,AURKA,STK11,BRAF,SPHK1,SQSTM1,MAP3K7,DDR1,PIM2,CDKL2,NTRK2,NTRK3,ROR1,ROR2,DDR2,GSK3B,TGFB2,TGFBR1,TGFBR2,TGFBR3,PAK1,MMD,DCLK1,CDK3,CDK5,CDKN1A,HK2,PDGFB,PDGFRB,CHEK1,CDK14,TYRO3,PIK3CA,CLK2,PIK3R1,MAP4K4,EIF2AK3,IGF1R,MAPK14,CSF2,CSNK2B,PRKAA1,PRKAA2,PRKCA,PRKCI,PRKCQ,MAPK1,MAPK3,MAPK7,MAPK8,MAP2K1,MAP2K2,CUX1,ILK,IRS1,PTK2,JAK2,JAK3,PTPN11,NUAK1,KDR,FGF19,PAK5,HMGA2,EGF,EGFR,TRIM28,EPHA2,ROCK1,ROS1,LTBP1,PEAK1,LYN,EPHA4,EPHA8
GO: Molecular Function	GO:0046983	protein dimerization activity	 	1.421E-25	2.266E-22	7.554E-24	6.007E-23	153	1317	NCOA3,ERBB2,ERN1,SMC1A,TFDP3,MCL1,ACTN4,ADAM10,CLIP1,MEF2A,MEF2D,AXIN1,CCR2,S100A6,MET,FASN,RACK1,AGTR1,MITF,AHR,KMT2A,CCL5,FGFR1,FGFR2,CUL3,FLNA,FLOT2,ANG,FMR1,AGR2,CXCL13,IKBKG,BIRC5,SIAH1,SIM2,BHLHE40,AR,STC2,ASCL1,ASCL2,GLIPR2,ATM,FZD2,TRIM37,MYC,SOX2,SOX4,SOX5,SOX9,SP1,WWOX,MYCBP2,AXL,STK26,SRI,RIPK2,SREBF1,GATA3,SRF,BCL2,LILRB1,STAT1,STAT3,STAT5B,CEACAM1,BMP2,BMP4,BMP6,GJB1,BRAF,SQSTM1,NFKB1,TIMELESS,BTRC,NOTCH1,NOTCH4,TCF4,TCF3,NTRK2,CAPNS1,RNF8,SOX17,TWIST2,CAV1,RUNX1,TERT,NR2F2,TGFB1,TGFB2,TGFB3,TGFBR1,SMC3,H2AFX,H2AFZ,PBX1,TP53,LRRFIP1,HGF,NR2C2,HIF1A,CEACAM5,CEBPA,CEBPB,PDGFB,MGLL,TSC2,NR4A1,HNF4A,PGF,ALX4,TWIST1,TYMS,TYRO3,ADIPOQ,PIK3R1,HAND1,TRPM8,HES1,ABCG2,EIF2AK3,VEGFA,ID1,XBP1,WWTR1,POU5F1,CRP,CRYAB,PTPA,MZF1,CTBP1,CTNNB1,NEUROG3,DAB2IP,ITGA2,ITGA3,ITGAV,ITGB1,PTGS2,JUN,PDCD6IP,FOXP2,NR1H3,RELA,LCN2,LGALS1,NAMPT,EGFR,ELAVL1,ENO1,EPAS1,SMAD2,SMAD3,SMAD4
GO: Molecular Function	GO:0001047	core promoter binding	 	5.012E-25	7.994E-22	2.579E-23	2.051E-22	48	164	ESR1,ESR2,EZH2,YAP1,MITF,KMT2A,FOXO3,MYC,SOX3,SOX4,SOX9,SP1,AGO2,GATA1,GATA3,GATA6,STAT1,STAT5A,STAT5B,NFIL3,NOTCH1,RUNX2,RUNX1,SIRT1,MTA1,H2AFZ,SUZ12,TP53,HDAC1,HDAC2,CEBPB,KLF4,HNF4A,HSF1,XBP1,PPARG,NEUROG3,PROX1,HDAC4,HDAC6,HDAC5,RB1,E2F1,E2F3,HMGA2,EGR1,ELK1,EP300
