##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Diseases of signal transduction	Reactome	R-HSA-5663202	67	282	1.84021833634e-39	2.51106156622e-37	5159|8503|6777|4087|4088|4089|22943|5155|9208|5290|1387|1487|3066|3065|3164|9759|8850|2309|5728|7249|7048|182|2033|5781|2475|7415|1385|2263|2246|2247|3280|5295|207|10197|208|2932|4193|55869|8841|1956|3265|1950|8312|4609|102|1499|2260|10014|6469|1026|6774|89780|6776|6500|6464|6772|8660|9965|7046|3845|79718|6868|2254|2064|3667|4851|7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663202
Chemokine signaling pathway	KEGG PATHWAY	hsa04062	57	187	1.21159192055e-38	1.51549956062e-36	8503|1235|5295|3718|5290|7852|6387|56288|5747|6714|2309|4283|3717|3579|4067|6347|6348|3576|1399|1398|6363|6362|6367|6366|6364|1234|8517|1236|207|208|2932|998|673|10563|9547|3265|729230|387|5595|6093|4790|4792|5970|6352|5594|6774|6777|6464|6772|3845|408|6370|5058|5879|6374|6376|10803	http://www.genome.jp/kegg-bin/show_pathway?hsa04062/hsa:8503%09red/hsa:408%09red/hsa:1234%09red/hsa:1235%09red/hsa:5595%09red/hsa:5747%09red/hsa:3718%09red/hsa:1236%09red/hsa:4067%09red/hsa:3717%09red/hsa:10803%09red/hsa:4283%09red/hsa:6387%09red/hsa:1399%09red/hsa:6364%09red/hsa:6367%09red/hsa:6366%09red/hsa:6352%09red/hsa:6363%09red/hsa:6362%09red/hsa:6347%09red/hsa:5290%09red/hsa:5058%09red/hsa:8517%09red/hsa:6464%09red/hsa:387%09red/hsa:7852%09red/hsa:6348%09red/hsa:3579%09red/hsa:5594%09red/hsa:3265%09red/hsa:729230%09red/hsa:6093%09red/hsa:673%09red/hsa:998%09red/hsa:4792%09red/hsa:3576%09red/hsa:4790%09red/hsa:5295%09red/hsa:208%09red/hsa:5879%09red/hsa:3845%09red/hsa:6714%09red/hsa:10563%09red/hsa:207%09red/hsa:6777%09red/hsa:6774%09red/hsa:6772%09red/hsa:2932%09red/hsa:6370%09red/hsa:6376%09red/hsa:6374%09red/hsa:9547%09red/hsa:56288%09red/hsa:1398%09red/hsa:2309%09red/hsa:5970%09red
Focal adhesion	KEGG PATHWAY	hsa04510	58	203	5.26651921536e-38	6.08080410943e-36	5159|3611|8503|595|10298|596|5295|5155|5290|4633|3678|5058|1499|3673|81|6714|3675|5728|857|3688|3694|3479|80310|1399|3480|55742|57144|3082|894|207|5747|208|1398|2932|998|673|1956|3265|1950|387|3725|6093|3918|4233|2335|5228|5595|5594|5578|2316|6464|3685|2002|5599|7422|5879|2064|6696	http://www.genome.jp/kegg-bin/show_pathway?hsa04510/hsa:3918%09red/hsa:10298%09red/hsa:8503%09red/hsa:596%09red/hsa:595%09red/hsa:3725%09red/hsa:3694%09red/hsa:894%09red/hsa:5747%09red/hsa:55742%09red/hsa:57144%09red/hsa:3082%09red/hsa:3480%09red/hsa:5578%09red/hsa:5595%09red/hsa:1399%09red/hsa:1398%09red/hsa:4633%09red/hsa:3479%09red/hsa:2316%09red/hsa:2002%09red/hsa:2335%09red/hsa:5728%09red/hsa:5290%09red/hsa:5058%09red/hsa:1950%09red/hsa:207%09red/hsa:1956%09red/hsa:6464%09red/hsa:387%09red/hsa:81%09red/hsa:3675%09red/hsa:5155%09red/hsa:5594%09red/hsa:857%09red/hsa:3673%09red/hsa:6093%09red/hsa:673%09red/hsa:1499%09red/hsa:3678%09red/hsa:5295%09red/hsa:5599%09red/hsa:3611%09red/hsa:208%09red/hsa:5879%09red/hsa:7422%09red/hsa:6714%09red/hsa:998%09red/hsa:5159%09red/hsa:5228%09red/hsa:80310%09red/hsa:2932%09red/hsa:2064%09red/hsa:3685%09red/hsa:4233%09red/hsa:3265%09red/hsa:6696%09red/hsa:3688%09red
AGE-RAGE signaling pathway in diabetic complications	KEGG PATHWAY	hsa04933	45	101	1.41072514122e-36	1.51249888355e-34	8503|3569|595|596|4088|4089|5295|3717|5290|5054|27035|177|6347|3576|7056|1958|2152|185|4313|4087|207|208|998|7046|3265|7040|7042|3725|7124|4790|7048|2335|5595|5879|1432|5594|5578|5599|6776|6777|6772|6774|3845|7422|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa04933/hsa:3569%09red/hsa:8503%09red/hsa:596%09red/hsa:595%09red/hsa:3725%09red/hsa:177%09red/hsa:27035%09red/hsa:6774%09red/hsa:5578%09red/hsa:7124%09red/hsa:2335%09red/hsa:6347%09red/hsa:7056%09red/hsa:4088%09red/hsa:4089%09red/hsa:4087%09red/hsa:1958%09red/hsa:5054%09red/hsa:5595%09red/hsa:5594%09red/hsa:5290%09red/hsa:998%09red/hsa:3717%09red/hsa:3576%09red/hsa:5599%09red/hsa:5295%09red/hsa:4790%09red/hsa:208%09red/hsa:5879%09red/hsa:3845%09red/hsa:7422%09red/hsa:207%09red/hsa:185%09red/hsa:6776%09red/hsa:6777%09red/hsa:1432%09red/hsa:6772%09red/hsa:4313%09red/hsa:7046%09red/hsa:2152%09red/hsa:7042%09red/hsa:3265%09red/hsa:7040%09red/hsa:7048%09red/hsa:5970%09red
Innate Immune System	Reactome	R-HSA-168249	98	769	1.51838729997e-36	1.51939955817e-34	3717|114548|3718|5747|5588|83737|10810|27161|54756|29110|2247|408|718|9462|998|673|1956|729230|1499|10197|5595|5594|5599|5598|5300|417|829|1385|1387|2064|5159|152559|2475|596|5155|3146|4205|2309|929|7249|1398|3845|1401|8517|3667|3958|2932|4193|3265|8452|153090|1437|2254|1432|5578|6279|6500|9965|5970|8503|5037|177|3164|8945|4067|6280|7099|10628|5781|7295|6885|3725|9208|2246|1026|8660|1514|728|5295|5290|5058|9051|4615|5728|2220|2033|5921|207|208|4790|4792|5879|2335|948|1235|6464|2002|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168249
FoxO signaling pathway	KEGG PATHWAY	hsa04068	49	134	1.9148672889e-36	1.7963848754e-34	4303|604|8503|595|4087|4088|4089|5295|8743|5290|3276|10365|2309|8660|5728|6648|901|3479|5562|5563|2033|208|3667|894|207|3480|4193|673|1956|3265|1950|7042|5595|7048|80854|6794|1026|1432|5594|5599|6502|3569|472|6774|7046|3845|23411|1387|7040	http://www.genome.jp/kegg-bin/show_pathway?hsa04068/hsa:3667%09red/hsa:3569%09red/hsa:8503%09red/hsa:595%09red/hsa:3480%09red/hsa:5595%09red/hsa:6648%09red/hsa:604%09red/hsa:901%09red/hsa:3479%09red/hsa:4303%09red/hsa:6502%09red/hsa:5728%09red/hsa:1950%09red/hsa:207%09red/hsa:1956%09red/hsa:3276%09red/hsa:4089%09red/hsa:4087%09red/hsa:8743%09red/hsa:7042%09red/hsa:80854%09red/hsa:894%09red/hsa:5594%09red/hsa:4088%09red/hsa:8660%09red/hsa:5290%09red/hsa:673%09red/hsa:7040%09red/hsa:6774%09red/hsa:5599%09red/hsa:5295%09red/hsa:208%09red/hsa:3845%09red/hsa:10365%09red/hsa:472%09red/hsa:1026%09red/hsa:1432%09red/hsa:2033%09red/hsa:1387%09red/hsa:23411%09red/hsa:6794%09red/hsa:7046%09red/hsa:5562%09red/hsa:5563%09red/hsa:3265%09red/hsa:4193%09red/hsa:2309%09red/hsa:7048%09red
Axon guidance	Reactome	R-HSA-422475	83	549	8.75437266756e-36	7.72959610236e-34	5159|152559|8503|10298|5037|59277|5155|3718|5290|1020|5217|391|3717|5058|7224|23365|3673|100133941|3688|1948|6478|4067|998|2043|6477|5588|7430|5921|54756|9462|9423|2247|57144|3897|388|5781|8829|3667|4313|6586|3685|1437|4318|1272|8828|2932|1460|673|1400|1956|3265|8452|153090|387|102|389|6093|4233|2246|64218|2335|2046|10197|2254|5595|5594|5295|5578|5598|6464|3678|2048|2049|8660|9965|3845|5747|408|1969|5879|2064|1385|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-422475
@@Axon guidance	KEGG PATHWAY	hsa04360	46	176	5.71522249012e-29	2.4510139879e-27	3611|8503|10298|387|5290|7852|6387|5058|7224|23365|5747|6714|1948|1969|655|81029|9423|8829|7474|3897|54910|5921|5295|6586|2932|998|3688|3265|50855|59277|6093|4233|64218|1020|2046|6469|2043|5595|5594|5578|57144|2048|2049|3845|5781|5879	http://www.genome.jp/kegg-bin/show_pathway?hsa04360/hsa:10298%09red/hsa:8503%09red/hsa:59277%09red/hsa:57144%09red/hsa:50855%09red/hsa:64218%09red/hsa:6586%09red/hsa:9423%09red/hsa:5578%09red/hsa:7474%09red/hsa:3897%09red/hsa:6387%09red/hsa:5921%09red/hsa:81029%09red/hsa:5747%09red/hsa:5290%09red/hsa:5058%09red/hsa:2043%09red/hsa:2046%09red/hsa:6469%09red/hsa:2048%09red/hsa:2049%09red/hsa:387%09red/hsa:7852%09red/hsa:5595%09red/hsa:5594%09red/hsa:655%09red/hsa:6093%09red/hsa:7224%09red/hsa:5295%09red/hsa:3611%09red/hsa:23365%09red/hsa:5879%09red/hsa:3845%09red/hsa:6714%09red/hsa:998%09red/hsa:54910%09red/hsa:3688%09red/hsa:8829%09red/hsa:2932%09red/hsa:1020%09red/hsa:5781%09red/hsa:4233%09red/hsa:3265%09red/hsa:1948%09red/hsa:1969%09red
Signaling pathways regulating pluripotency of stem cells	KEGG PATHWAY	hsa04550	49	142	1.7946528851e-35	1.4965411003e-33	8503|4087|4088|4089|5295|3718|5290|6929|8324|7471|3717|79923|3479|1856|652|81029|650|208|9421|2263|2260|2247|7474|207|4838|3480|3976|2932|6498|9869|5460|3265|8312|4609|1499|9314|3720|7703|5595|1432|5594|3397|6774|89780|6657|3845|2103|648|2535	http://www.genome.jp/kegg-bin/show_pathway?hsa04550/hsa:650%09red/hsa:81029%09red/hsa:8503%09red/hsa:9314%09red/hsa:89780%09red/hsa:3976%09red/hsa:3480%09red/hsa:2535%09red/hsa:3720%09red/hsa:648%09red/hsa:3718%09red/hsa:9421%09red/hsa:8312%09red/hsa:7474%09red/hsa:7703%09red/hsa:2103%09red/hsa:7471%09red/hsa:3479%09red/hsa:1856%09red/hsa:4088%09red/hsa:4089%09red/hsa:4087%09red/hsa:6657%09red/hsa:3397%09red/hsa:652%09red/hsa:5594%09red/hsa:79923%09red/hsa:5290%09red/hsa:3717%09red/hsa:1499%09red/hsa:5595%09red/hsa:6774%09red/hsa:5295%09red/hsa:6929%09red/hsa:208%09red/hsa:3845%09red/hsa:6498%09red/hsa:207%09red/hsa:8324%09red/hsa:1432%09red/hsa:2932%09red/hsa:2247%09red/hsa:9869%09red/hsa:5460%09red/hsa:2260%09red/hsa:3265%09red/hsa:2263%09red/hsa:4609%09red/hsa:4838%09red
Hemostasis	Reactome	R-HSA-109582	86	605	2.88282673048e-35	2.27743311708e-33	3717|7042|3718|5747|7056|5588|2152|2033|25942|408|998|967|7040|7534|6717|10447|5595|5594|2316|2147|3845|1387|2149|5155|391|3309|3673|81|3675|6786|3479|1398|829|308|30846|302|3265|5321|388|5777|1437|1432|5578|51706|7422|5879|8503|387|11343|857|4067|7157|5781|3897|29789|3082|2623|634|2627|2625|4602|3688|960|1020|4680|3678|3685|10672|5295|5290|3066|3065|5054|23028|7078|10938|50848|4312|207|208|2335|948|6464|5328|682|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109582
Hippo signaling pathway	KEGG PATHWAY	hsa04390	50	154	3.98509099099e-35	2.99081078874e-33	6591|4771|595|10413|4087|4088|4089|23513|2736|50855|332|56288|8324|5054|11186|51176|5584|8945|7159|1856|654|655|652|81029|650|7534|2246|7474|7532|4092|894|999|2932|1490|7046|7040|8312|4609|1499|7048|27113|84962|7471|3397|6657|89780|7161|7042|25937|2535	http://www.genome.jp/kegg-bin/show_pathway?hsa04390/hsa:5584%09red/hsa:650%09red/hsa:10413%09red/hsa:89780%09red/hsa:25937%09red/hsa:11186%09red/hsa:2535%09red/hsa:84962%09red/hsa:50855%09red/hsa:27113%09red/hsa:652%09red/hsa:332%09red/hsa:8312%09red/hsa:7532%09red/hsa:7474%09red/hsa:7534%09red/hsa:81029%09red/hsa:4771%09red/hsa:1856%09red/hsa:7161%09red/hsa:8945%09red/hsa:51176%09red/hsa:4088%09red/hsa:4089%09red/hsa:4087%09red/hsa:595%09red/hsa:5054%09red/hsa:3397%09red/hsa:894%09red/hsa:654%09red/hsa:655%09red/hsa:999%09red/hsa:7040%09red/hsa:6657%09red/hsa:6591%09red/hsa:8324%09red/hsa:7159%09red/hsa:2932%09red/hsa:23513%09red/hsa:7471%09red/hsa:2246%09red/hsa:2736%09red/hsa:7046%09red/hsa:4092%09red/hsa:7042%09red/hsa:56288%09red/hsa:1499%09red/hsa:4609%09red/hsa:1490%09red/hsa:7048%09red
Prostate cancer	KEGG PATHWAY	hsa05215	42	89	4.99045927357e-35	3.56699017601e-33	5159|8503|595|596|5295|5155|2475|5290|1387|1871|7039|51176|5728|7157|3479|5925|2033|80310|208|367|2260|8517|207|3480|2932|4193|673|1956|3265|1950|2263|1869|1499|4790|4792|1026|5595|5594|3845|1385|5970|2064	http://www.genome.jp/kegg-bin/show_pathway?hsa05215/hsa:8503%09red/hsa:51176%09red/hsa:596%09red/hsa:595%09red/hsa:3480%09red/hsa:5595%09red/hsa:8517%09red/hsa:5925%09red/hsa:3479%09red/hsa:5728%09red/hsa:1871%09red/hsa:2064%09red/hsa:1950%09red/hsa:1956%09red/hsa:7039%09red/hsa:5155%09red/hsa:5594%09red/hsa:5290%09red/hsa:673%09red/hsa:1499%09red/hsa:4792%09red/hsa:5295%09red/hsa:5159%09red/hsa:4790%09red/hsa:208%09red/hsa:5970%09red/hsa:3845%09red/hsa:207%09red/hsa:1026%09red/hsa:80310%09red/hsa:2033%09red/hsa:2932%09red/hsa:4193%09red/hsa:1387%09red/hsa:1385%09red/hsa:7157%09red/hsa:367%09red/hsa:2260%09red/hsa:3265%09red/hsa:2263%09red/hsa:2475%09red/hsa:1869%09red
Hepatitis B	KEGG PATHWAY	hsa05161	49	146	5.25847151942e-35	3.58771170484e-33	8503|3569|595|596|4088|4089|5295|5290|332|1387|1871|4615|6714|5728|7157|3576|7099|5925|2033|7534|29110|8517|207|4318|208|7046|3265|7040|4609|1869|3725|7124|4790|4792|1026|5595|5594|5578|5599|6776|6777|6772|2002|6774|355|3845|1385|7042|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa05161/hsa:29110%09red/hsa:3569%09red/hsa:8503%09red/hsa:596%09red/hsa:595%09red/hsa:3725%09red/hsa:8517%09red/hsa:355%09red/hsa:332%09red/hsa:5578%09red/hsa:5925%09red/hsa:7534%09red/hsa:7124%09red/hsa:7099%09red/hsa:2002%09red/hsa:5728%09red/hsa:1871%09red/hsa:6774%09red/hsa:4089%09red/hsa:5595%09red/hsa:5594%09red/hsa:4088%09red/hsa:6777%09red/hsa:5290%09red/hsa:4615%09red/hsa:4792%09red/hsa:3576%09red/hsa:5599%09red/hsa:5295%09red/hsa:4790%09red/hsa:208%09red/hsa:5970%09red/hsa:3845%09red/hsa:6714%09red/hsa:207%09red/hsa:6776%09red/hsa:1026%09red/hsa:4318%09red/hsa:6772%09red/hsa:2033%09red/hsa:1387%09red/hsa:1385%09red/hsa:7157%09red/hsa:7046%09red/hsa:7042%09red/hsa:3265%09red/hsa:7040%09red/hsa:4609%09red/hsa:1869%09red
Chronic myeloid leukemia	KEGG PATHWAY	hsa05220	39	73	3.25239045123e-34	2.12253829013e-32	8503|595|4088|4089|5295|5290|1487|3066|3065|1871|7157|5925|5781|1399|1398|8517|207|208|4193|673|7046|3265|7040|4609|1869|4790|7048|4792|868|1026|5595|5594|861|6776|6777|6464|3845|7042|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa05220/hsa:8503%09red/hsa:595%09red/hsa:8517%09red/hsa:868%09red/hsa:5781%09red/hsa:1399%09red/hsa:1398%09red/hsa:861%09red/hsa:1871%09red/hsa:3065%09red/hsa:1487%09red/hsa:3066%09red/hsa:6464%09red/hsa:5925%09red/hsa:5595%09red/hsa:5594%09red/hsa:4088%09red/hsa:6777%09red/hsa:5290%09red/hsa:673%09red/hsa:4089%09red/hsa:4792%09red/hsa:5295%09red/hsa:4790%09red/hsa:208%09red/hsa:5970%09red/hsa:3845%09red/hsa:207%09red/hsa:6776%09red/hsa:1026%09red/hsa:7157%09red/hsa:7046%09red/hsa:7042%09red/hsa:3265%09red/hsa:4193%09red/hsa:4609%09red/hsa:1869%09red/hsa:7048%09red/hsa:7040%09red
Signalling by NGF	Reactome	R-HSA-166520	73	441	8.12903061277e-34	5.08403122907e-32	5159|152559|8503|23365|5037|5295|5155|3718|5290|3717|3066|3065|9181|3164|4615|4205|2309|8660|5728|7249|3845|57142|27161|5921|54756|2254|8841|2246|2247|1437|5781|3667|1399|207|10197|5747|208|1398|2932|4193|673|1956|3265|8452|153090|387|5595|5045|4790|6774|4792|2335|5970|1026|1432|5594|2475|5578|5599|8878|4915|6464|9462|2002|9965|5584|408|5598|6868|5879|2064|1385|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166520
Generic Transcription Pathway	Reactome	R-HSA-212436	96	822	4.71796619446e-33	2.83266690315e-31	8626|4609|28996|7249|7248|2099|3172|387893|4854|27165|27161|10765|29117|2744|672|1490|367|5468|6097|6794|6790|5300|4878|25937|5915|1387|2064|2475|8239|3276|8445|7039|2821|6667|5562|5563|7534|51592|7532|4194|64750|4193|1432|7422|7421|51741|23327|10413|332|3164|7159|7157|10919|7295|10155|10397|1869|3725|3726|4605|94241|1026|1020|860|7161|1460|2103|2101|2100|155061|604|6497|4087|4088|4089|6498|3066|3065|5054|53615|5728|2033|9891|4092|142|207|208|7182|27113|472|355|79718|4855|8850|4853|4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212436
Endocrine resistance	KEGG PATHWAY	hsa01522	41	97	1.0318172675e-32	5.95676045581e-31	8503|595|596|5295|2475|5290|3479|1871|2100|2099|7157|6667|182|5925|3480|6198|4313|207|4318|208|8202|4193|673|1956|3265|1869|3725|6714|5595|1026|1432|5594|5599|4853|6464|3845|5747|4855|4854|2064|4851	http://www.genome.jp/kegg-bin/show_pathway?hsa01522/hsa:8503%09red/hsa:596%09red/hsa:595%09red/hsa:3480%09red/hsa:2099%09red/hsa:3725%09red/hsa:6667%09red/hsa:182%09red/hsa:5925%09red/hsa:2100%09red/hsa:3479%09red/hsa:5747%09red/hsa:1871%09red/hsa:2064%09red/hsa:1956%09red/hsa:4855%09red/hsa:4854%09red/hsa:6464%09red/hsa:4851%09red/hsa:4853%09red/hsa:5595%09red/hsa:5594%09red/hsa:6198%09red/hsa:5290%09red/hsa:673%09red/hsa:4318%09red/hsa:5599%09red/hsa:5295%09red/hsa:208%09red/hsa:3845%09red/hsa:6714%09red/hsa:8202%09red/hsa:207%09red/hsa:1026%09red/hsa:1432%09red/hsa:4313%09red/hsa:7157%09red/hsa:3265%09red/hsa:4193%09red/hsa:2475%09red/hsa:1869%09red
EGFR tyrosine kinase inhibitor resistance	KEGG PATHWAY	hsa01521	38	81	9.67242321377e-32	5.37715083106e-30	5159|8503|558|596|5295|5155|3717|5290|7039|2309|5728|3479|80310|2475|3480|2263|2247|3082|207|208|2932|673|1956|3265|1950|6714|4233|5595|5594|5578|1977|6198|3569|6464|6774|3845|7422|2064	http://www.genome.jp/kegg-bin/show_pathway?hsa01521/hsa:3569%09red/hsa:8503%09red/hsa:596%09red/hsa:3480%09red/hsa:5595%09red/hsa:558%09red/hsa:3082%09red/hsa:5578%09red/hsa:3479%09red/hsa:1977%09red/hsa:5728%09red/hsa:2064%09red/hsa:1950%09red/hsa:1956%09red/hsa:7039%09red/hsa:6464%09red/hsa:5155%09red/hsa:5594%09red/hsa:6198%09red/hsa:5290%09red/hsa:673%09red/hsa:3717%09red/hsa:5295%09red/hsa:5159%09red/hsa:208%09red/hsa:3845%09red/hsa:7422%09red/hsa:6714%09red/hsa:207%09red/hsa:6774%09red/hsa:80310%09red/hsa:2932%09red/hsa:2247%09red/hsa:4233%09red/hsa:3265%09red/hsa:2263%09red/hsa:2475%09red/hsa:2309%09red
Disease	Reactome	R-HSA-1643685	97	902	8.36725984417e-31	4.48544893789e-29	2719|9208|1545|1464|2246|2247|3838|1956|7040|8841|1499|7048|10197|89780|929|3845|1385|1387|2064|5159|2475|1080|5155|3667|1487|6382|2309|4582|6513|7249|2263|2260|1234|8517|10014|2932|4193|3265|102|2254|6774|6776|6777|6772|9965|5970|23327|8503|7852|3164|8945|7099|182|5781|7415|55869|229|4609|10015|3280|1026|8660|6500|4087|4088|4089|5295|5290|3066|3065|5879|4615|9759|5728|2033|9420|207|208|6868|8312|22943|5045|4790|4792|6469|4854|948|5443|6464|7046|79718|4585|4855|8850|4853|4851|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1643685
Cytokine-cytokine receptor interaction	KEGG PATHWAY	hsa04060	55	265	5.21133849964e-30	2.69731692688e-28	5159|50616|8600|7042|8743|8742|729230|7852|6387|3589|7124|51561|4283|3579|6347|2056|6348|3576|355|655|2688|650|3976|6363|6362|6367|6366|7040|6364|1234|1235|1236|3605|3952|5008|10563|7046|1950|9547|8792|4233|7048|1437|5155|6352|3565|3569|9966|1956|7422|6370|3082|6374|6376|10803	http://www.genome.jp/kegg-bin/show_pathway?hsa04060/hsa:3569%09red/hsa:1236%09red/hsa:1234%09red/hsa:3952%09red/hsa:8792%09red/hsa:5008%09red/hsa:3565%09red/hsa:50616%09red/hsa:9547%09red/hsa:355%09red/hsa:4233%09red/hsa:3605%09red/hsa:10803%09red/hsa:4283%09red/hsa:51561%09red/hsa:6387%09red/hsa:7124%09red/hsa:6364%09red/hsa:2688%09red/hsa:6366%09red/hsa:6363%09red/hsa:6362%09red/hsa:6347%09red/hsa:1950%09red/hsa:1956%09red/hsa:3976%09red/hsa:8743%09red/hsa:8742%09red/hsa:8600%09red/hsa:7852%09red/hsa:6348%09red/hsa:650%09red/hsa:5155%09red/hsa:7042%09red/hsa:655%09red/hsa:729230%09red/hsa:3082%09red/hsa:3576%09red/hsa:5159%09red/hsa:1235%09red/hsa:7422%09red/hsa:10563%09red/hsa:3579%09red/hsa:1437%09red/hsa:6370%09red/hsa:3589%09red/hsa:6376%09red/hsa:6374%09red/hsa:7046%09red/hsa:2056%09red/hsa:6352%09red/hsa:7040%09red/hsa:9966%09red/hsa:6367%09red/hsa:7048%09red
Pancreatic cancer	KEGG PATHWAY	hsa05212	34	66	1.36524847218e-29	6.83079318915e-28	8503|595|4087|4088|4089|5295|5290|1871|7039|7157|5925|8517|207|208|998|673|1956|7040|7042|1869|4790|7048|5879|5595|5594|5599|6772|6774|7046|3845|7422|5970|2064|1950	http://www.genome.jp/kegg-bin/show_pathway?hsa05212/hsa:8503%09red/hsa:595%09red/hsa:8517%09red/hsa:5925%09red/hsa:1871%09red/hsa:2064%09red/hsa:1950%09red/hsa:1956%09red/hsa:4088%09red/hsa:4089%09red/hsa:7039%09red/hsa:4087%09red/hsa:5595%09red/hsa:5594%09red/hsa:5290%09red/hsa:673%09red/hsa:998%09red/hsa:5295%09red/hsa:5599%09red/hsa:4790%09red/hsa:208%09red/hsa:5970%09red/hsa:3845%09red/hsa:7422%09red/hsa:207%09red/hsa:6774%09red/hsa:6772%09red/hsa:7157%09red/hsa:7046%09red/hsa:7042%09red/hsa:7040%09red/hsa:1869%09red/hsa:7048%09red/hsa:5879%09red
Transcriptional misregulation in cancer	KEGG PATHWAY	hsa05202	47	180	1.48070315913e-29	7.16946916725e-28	6495|604|4300|6935|3479|6929|3066|3065|5747|4314|5218|1050|1051|8091|929|5090|4790|3576|6667|2118|2078|8842|25942|2115|1236|894|3206|4318|3480|4193|4609|5468|4233|7048|5328|1437|3205|1026|861|860|3569|472|7157|648|5970|64083|7403	http://www.genome.jp/kegg-bin/show_pathway?hsa05202/hsa:3569%09red/hsa:3479%09red/hsa:1236%09red/hsa:3480%09red/hsa:5328%09red/hsa:5747%09red/hsa:4314%09red/hsa:4233%09red/hsa:6667%09red/hsa:6935%09red/hsa:929%09red/hsa:64083%09red/hsa:604%09red/hsa:861%09red/hsa:860%09red/hsa:4300%09red/hsa:1050%09red/hsa:1051%09red/hsa:3065%09red/hsa:5090%09red/hsa:3066%09red/hsa:5218%09red/hsa:8091%09red/hsa:894%09red/hsa:648%09red/hsa:2078%09red/hsa:3576%09red/hsa:4790%09red/hsa:6929%09red/hsa:5970%09red/hsa:6495%09red/hsa:7403%09red/hsa:472%09red/hsa:3205%09red/hsa:1026%09red/hsa:4318%09red/hsa:3206%09red/hsa:1437%09red/hsa:2118%09red/hsa:2115%09red/hsa:7157%09red/hsa:7048%09red/hsa:8842%09red/hsa:4193%09red/hsa:4609%09red/hsa:5468%09red/hsa:25942%09red
Renal cell carcinoma	KEGG PATHWAY	hsa05211	34	67	2.01053232015e-29	9.43065316418e-28	8503|10298|5295|5155|5290|5058|7039|6513|2034|2033|5781|1399|1398|2113|57144|3082|112399|207|208|998|673|3265|7040|7042|3725|4233|5879|5595|5594|3091|3845|7422|1387|7428	http://www.genome.jp/kegg-bin/show_pathway?hsa05211/hsa:10298%09red/hsa:8503%09red/hsa:57144%09red/hsa:3725%09red/hsa:5595%09red/hsa:3082%09red/hsa:5781%09red/hsa:1399%09red/hsa:1398%09red/hsa:112399%09red/hsa:7428%09red/hsa:5058%09red/hsa:6513%09red/hsa:7039%09red/hsa:5155%09red/hsa:5594%09red/hsa:2113%09red/hsa:5290%09red/hsa:673%09red/hsa:998%09red/hsa:5295%09red/hsa:208%09red/hsa:5879%09red/hsa:3845%09red/hsa:7422%09red/hsa:207%09red/hsa:3091%09red/hsa:2034%09red/hsa:2033%09red/hsa:1387%09red/hsa:4233%09red/hsa:7042%09red/hsa:3265%09red/hsa:7040%09red
Cytokine Signaling in Immune system	Reactome	R-HSA-1280215	79	624	2.08465163646e-29	9.48200638281e-28	5159|50616|8503|84868|3082|152559|5037|8600|5295|5155|8742|5290|3394|6777|5747|4615|7124|51561|3717|1977|8945|4067|1981|4790|1958|3845|3965|2688|5921|54756|1398|7534|2246|2247|3569|5781|8517|3667|1399|3605|1437|3589|5008|3838|3718|3976|6885|3265|8452|153090|246778|5595|8792|673|9021|6774|5777|2335|10197|5970|960|5594|5300|8878|6776|6500|6464|9462|6772|8660|9965|9966|1956|55223|408|6868|2254|2064|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1280215
Signaling by ERBB4	Reactome	R-HSA-1236394	58	317	4.58235110558e-29	2.02297323808e-27	5159|152559|8503|6777|10413|5037|5295|5155|3718|5290|6387|3717|5747|3164|2099|2309|5728|8945|7249|83737|2688|5921|54756|9462|27161|2246|2247|5781|3667|207|1437|208|2932|4193|673|1956|3265|8452|153090|1385|2335|10197|1026|5595|5594|2475|6776|6500|6464|8660|9965|3845|408|6868|2254|2064|51741|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236394
