##Databases: KEGG DISEASE, OMIM, NHGRI GWAS Catalog
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Psychosis (atypical)	NHGRI GWAS Catalog		1	14	0.31160902734	0.358251142897	7124	None
Behcet's disease	NHGRI GWAS Catalog		1	14	0.31160902734	0.358251142897	100507436	None
Myocardial infarction (early onset)	NHGRI GWAS Catalog		1	14	0.31160902734	0.358251142897	6387	None
Immune response to anthrax vaccine	NHGRI GWAS Catalog		1	14	0.31160902734	0.358251142897	4089	None
Cadmium levels	NHGRI GWAS Catalog		2	44	0.312819178735	0.359070663031	60529|3732	None
Red blood cell traits	NHGRI GWAS Catalog		3	78	0.320866476809	0.367140406111	894|4602|406995	None
Cognitive performance	NHGRI GWAS Catalog		3	78	0.320866476809	0.367140406111	84632|3725|4194	None
Lead levels	NHGRI GWAS Catalog		2	45	0.321894099395	0.367733448993	2309|10891	None
Congenital muscular dystrophies (CMD/MDC)	KEGG DISEASE	H00590	1	15	0.328537089641	0.368901677638	4000	http://www.genome.jp/dbget-bin/www_bget?H00590
Respiratory diseases	KEGG DISEASE		1	15	0.328537089641	0.368901677638	7015	None
Intracranial aneurysm	NHGRI GWAS Catalog		1	15	0.328537089641	0.368901677638	64321	None
Autism	NHGRI GWAS Catalog		1	15	0.328537089641	0.368901677638	51592	None
AIDS progression	NHGRI GWAS Catalog		1	15	0.328537089641	0.368901677638	7124	None
Response to taxane treatment (docetaxel)	NHGRI GWAS Catalog		1	15	0.328537089641	0.368901677638	27122	None
Waist-to-hip circumference ratio (interaction)	NHGRI GWAS Catalog		1	15	0.328537089641	0.368901677638	4915	None
PR interval in Tripanosoma cruzi seropositivity	NHGRI GWAS Catalog		1	15	0.328537089641	0.368901677638	7056	None
Dementia and core Alzheimer's disease neuropathologic changes	NHGRI GWAS Catalog		1	15	0.328537089641	0.368901677638	1272	None
Serum albumin level	NHGRI GWAS Catalog		1	15	0.328537089641	0.368901677638	8792	None
D-dimer levels	NHGRI GWAS Catalog		1	15	0.328537089641	0.368901677638	2152	None
Phospholipid levels (plasma)	NHGRI GWAS Catalog		2	46	0.330938566651	0.371021188077	861|57620	None
Retinitis pigmentosa (RP)	KEGG DISEASE	H00527	2	47	0.339948596493	0.380531607237	8842|64218	http://www.genome.jp/dbget-bin/www_bget?H00527
Brain structure	NHGRI GWAS Catalog		1	16	0.345049283137	0.385047268045	8091	None
Venous thromboembolism	NHGRI GWAS Catalog		1	16	0.345049283137	0.385047268045	2147	None
Nephronophthisis-medullary cystic kidney disease, including	KEGG DISEASE	H00537	1	17	0.361155814449	0.39448486843	22897	http://www.genome.jp/dbget-bin/www_bget?H00537
Combined immunodeficiencies	KEGG DISEASE	H00093	1	17	0.361155814449	0.39448486843	6786	http://www.genome.jp/dbget-bin/www_bget?H00093
Liver enzyme levels (alanine transaminase)	NHGRI GWAS Catalog		1	17	0.361155814449	0.39448486843	29117	None
Leprosy	NHGRI GWAS Catalog		1	17	0.361155814449	0.39448486843	9966	None
Retinal vascular caliber	NHGRI GWAS Catalog		1	17	0.361155814449	0.39448486843	5781	None
Hippocampal volume	NHGRI GWAS Catalog		1	17	0.361155814449	0.39448486843	3146	None
Dupuytren's disease	NHGRI GWAS Catalog		1	17	0.361155814449	0.39448486843	7077	None
Aortic root size	NHGRI GWAS Catalog		1	17	0.361155814449	0.39448486843	8091	None
Intelligence	NHGRI GWAS Catalog		1	17	0.361155814449	0.39448486843	64100	None
Personality dimensions	NHGRI GWAS Catalog		1	17	0.361155814449	0.39448486843	5921	None
Red blood cell fatty acid levels	NHGRI GWAS Catalog		1	17	0.361155814449	0.39448486843	5777	None
Fat distribution (HIV)	NHGRI GWAS Catalog		1	17	0.361155814449	0.39448486843	3956	None
Sex hormone-binding globulin levels	NHGRI GWAS Catalog		1	18	0.376866639943	0.411023737218	7026	None
Blood metabolite levels	NHGRI GWAS Catalog		4	124	0.385984769958	0.42033333923	27165|6591|196|1577	None
Mouth and dental diseases	KEGG DISEASE		1	19	0.392191471859	0.425168532556	6469	None
Limb-girdle muscular dystrophy (LGMD)	KEGG DISEASE	H00593	1	19	0.392191471859	0.425168532556	4000	http://www.genome.jp/dbget-bin/www_bget?H00593
Mitochondrial complex I deficiency	OMIM	252010	1	19	0.392191471859	0.425168532556	80224	http://omim.org/entry/252010
Vitiligo	NHGRI GWAS Catalog		2	54	0.401762830516	0.434891699599	1235|960	None
Eating disorders	NHGRI GWAS Catalog		1	20	0.407139784294	0.438084834963	7227	None
Mean corpuscular hemoglobin concentration	NHGRI GWAS Catalog		1	20	0.407139784294	0.438084834963	4602	None
Hemostatic factors and hematological phenotypes	NHGRI GWAS Catalog		1	20	0.407139784294	0.438084834963	3732	None
Attention function in attention deficit hyperactive disorder	NHGRI GWAS Catalog		1	20	0.407139784294	0.438084834963	9891	None
Manganese levels	NHGRI GWAS Catalog		2	55	0.410377968181	0.440912043195	23327|2113	None
Systemic lupus erythematosus and Systemic sclerosis	NHGRI GWAS Catalog		1	21	0.421720819029	0.452425603772	3394	None
Attention deficit hyperactivity disorder	NHGRI GWAS Catalog		2	57	0.427421307166	0.457860806786	4691|4017	None
Cognitive function	NHGRI GWAS Catalog		2	58	0.435845294863	0.464920639387	4591|387	None
Type I diabetes mellitus	KEGG DISEASE	H00408	1	22	0.435943591226	0.464920639387	5588	http://www.genome.jp/dbget-bin/www_bget?H00408
Plasma omega-6 polyunsaturated fatty acid levels (dihomo-gamma-linolenic acid)	NHGRI GWAS Catalog		1	22	0.435943591226	0.464920639387	7099	None
Non-syndromic autosomal dominant mental retardation	KEGG DISEASE	H00773	1	23	0.449816894979	0.474113573978	1499	http://www.genome.jp/dbget-bin/www_bget?H00773
Glycated hemoglobin levels	NHGRI GWAS Catalog		1	23	0.449816894979	0.474113573978	4602	None
Type 1 diabetes autoantibodies	NHGRI GWAS Catalog		1	23	0.449816894979	0.474113573978	246778	None
Hypospadias	NHGRI GWAS Catalog		1	23	0.449816894979	0.474113573978	26585	None
Cerebrospinal fluid clusterin levels	NHGRI GWAS Catalog		1	23	0.449816894979	0.474113573978	1112	None
Relative hand skill in reading disability	NHGRI GWAS Catalog		1	23	0.449816894979	0.474113573978	9686	None
Lupus nephritis in systemic lupus erythematosus	NHGRI GWAS Catalog		1	23	0.449816894979	0.474113573978	22803	None
IgG glycosylation	NHGRI GWAS Catalog		1	23	0.449816894979	0.474113573978	6480	None
Quantitative traits	NHGRI GWAS Catalog		1	24	0.463349308726	0.484136325471	9690	None
Liver enzyme levels (alkaline phosphatase)	NHGRI GWAS Catalog		1	24	0.463349308726	0.484136325471	229	None
Inflammatory biomarkers	NHGRI GWAS Catalog		1	24	0.463349308726	0.484136325471	1401	None
White matter hyperintensity burden	NHGRI GWAS Catalog		1	24	0.463349308726	0.484136325471	2202	None
Tuberculosis	NHGRI GWAS Catalog		1	24	0.463349308726	0.484136325471	2627	None
Graves' disease	NHGRI GWAS Catalog		1	24	0.463349308726	0.484136325471	6885	None
Menopause (age at onset)	NHGRI GWAS Catalog		1	25	0.476549200536	0.495444089633	51720	None
Hematology traits	NHGRI GWAS Catalog		1	25	0.476549200536	0.495444089633	4602	None
Educational attainment	NHGRI GWAS Catalog		2	63	0.476916402071	0.495444089633	387893|7284	None
Response to statin therapy	NHGRI GWAS Catalog		2	63	0.476916402071	0.495444089633	6660|23405	None
Ribosomopathies	KEGG DISEASE		1	26	0.489424733261	0.507707841112	7015	None
Blood pressure (smoking interaction)	NHGRI GWAS Catalog		1	27	0.501983869563	0.519989029877	93986	None
Metabolite levels	NHGRI GWAS Catalog		3	107	0.50972412594	0.527250456918	366|27165|6374	None
Very long-chain saturated fatty acid levels (fatty acid 20:0)	NHGRI GWAS Catalog		1	28	0.514234376822	0.531154821267	1009	None
Refractive error	NHGRI GWAS Catalog		1	29	0.526183831918	0.540405016564	650	None
Cardiovascular disease risk factors	NHGRI GWAS Catalog		1	29	0.526183831918	0.540405016564	9429	None
Social communication problems	NHGRI GWAS Catalog		1	29	0.526183831918	0.540405016564	23136	None
Bipolar disorder and schizophrenia	NHGRI GWAS Catalog		1	29	0.526183831918	0.540405016564	4920	None
Toenail selenium levels	NHGRI GWAS Catalog		1	30	0.537839625899	0.550808808367	80310	None
Chromium levels	NHGRI GWAS Catalog		1	30	0.537839625899	0.550808808367	3169	None
Hematological and biochemical traits	NHGRI GWAS Catalog		1	31	0.549208968533	0.56165563071	4602	None
Longevity	NHGRI GWAS Catalog		1	32	0.560298892754	0.572186422304	7039	None
Mitochondrial respiratory chain deficiencies (MRCD)	KEGG DISEASE	H00473	1	33	0.571116258991	0.58240951835	80224	http://www.genome.jp/dbget-bin/www_bget?H00473
Coronary artery disease	NHGRI GWAS Catalog		1	34	0.581667759396	0.592333035662	6387	None
Congenital disorders of amino acid metabolism	KEGG DISEASE		3	121	0.590731695728	0.600715893402	1491|6901|6591	None
Hypertriglyceridemia	NHGRI GWAS Catalog		1	38	0.621343284177	0.629186327035	84868	None
Heschl's gyrus morphology	NHGRI GWAS Catalog		1	38	0.621343284177	0.629186327035	5578	None
Mean corpuscular volume	NHGRI GWAS Catalog		1	39	0.630660231093	0.63772645217	4602	None
White blood cell count	NHGRI GWAS Catalog		1	41	0.648612680908	0.654962735127	4602	None
Mean corpuscular hemoglobin	NHGRI GWAS Catalog		1	44	0.673920058976	0.679567433772	4602	None
Alcohol dependence	NHGRI GWAS Catalog		1	45	0.681944522981	0.686700063588	2099	None
Alzheimer's disease (cognitive decline)	NHGRI GWAS Catalog		1	46	0.689771706103	0.693614445413	60412	None
Prostate cancer (gene x gene interaction)	NHGRI GWAS Catalog		1	49	0.712117432722	0.715088715474	7026	None
Alzheimer's disease (late onset)	NHGRI GWAS Catalog		1	53	0.739430518578	0.741484492241	8878	None
Mitochondrial diseases	KEGG DISEASE		2	106	0.747266308685	0.748302739071	80224|7284	None
Bipolar disorder	NHGRI GWAS Catalog		1	135	0.966310793823	0.966310793823	25855	None

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
