##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
FGFR3c ligand binding and activation	Reactome	R-HSA-190372	1	9	0.178819774677	0.267944614553	2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190372
Degradation of cysteine and homocysteine	Reactome	R-HSA-1614558	1	9	0.178819774677	0.267944614553	1491	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1614558
Glucocorticoid biosynthesis	Reactome	R-HSA-194002	1	9	0.178819774677	0.267944614553	5443	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194002
Organic cation transport	Reactome	R-HSA-549127	1	9	0.178819774677	0.267944614553	861	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-549127
WNT mediated activation of DVL	Reactome	R-HSA-201688	1	9	0.178819774677	0.267944614553	1856	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201688
FGFR3 ligand binding and activation	Reactome	R-HSA-190239	1	9	0.178819774677	0.267944614553	2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190239
Inactivation of Cdc42 and Rac	Reactome	R-HSA-428543	1	9	0.178819774677	0.267944614553	998	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428543
heme biosynthesis	BioCyc	PWY-5920	1	9	0.178819774677	0.267944614553	210	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-5920
@@Heme biosynthesis	Reactome	R-HSA-189451	1	11	0.21055183146	0.29854684843	210	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-189451
@@Heme biosynthesis	PANTHER	P02746	1	12	0.225955603169	0.311350221633	210	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02746
cysteine biosynthesis	BioCyc	PWY-6292	1	9	0.178819774677	0.267944614553	1491	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6292
sphingosine and sphingosine-1-phosphate metabolism	BioCyc	PWY3DJ-11470	1	9	0.178819774677	0.267944614553	8877	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY3DJ-11470
Integration of energy metabolism	Reactome	R-HSA-163685	4	109	0.179692719794	0.268966809883	9370|6513|2194|5563	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163685
Mitotic Anaphase	Reactome	R-HSA-68882	6	188	0.179909321302	0.269005453909	10197|9126|4001|332|6249|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68882
Mitotic Metaphase and Anaphase	Reactome	R-HSA-2555396	6	189	0.182804442552	0.273044771185	10197|9126|4001|332|6249|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2555396
DNA Damage Recognition in GG-NER	Reactome	R-HSA-5696394	2	38	0.183292127089	0.273194396613	86|8451	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696394
Diseases associated with glycosaminoglycan metabolism	Reactome	R-HSA-3560782	2	38	0.183292127089	0.273194396613	1464|2719	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3560782
Removal of licensing factors from origins	Reactome	R-HSA-69300	3	73	0.185352894145	0.275974214092	10197|1026|5925	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69300
Allograft rejection	KEGG PATHWAY	hsa05330	2	39	0.190353618208	0.281931304279	355|3565	http://www.genome.jp/kegg-bin/show_pathway?hsa05330/hsa:355%09red/hsa:3565%09red
Glucose transport	Reactome	R-HSA-70153	2	39	0.190353618208	0.281931304279	3099|6513	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70153
Sphingolipid de novo biosynthesis	Reactome	R-HSA-1660661	2	39	0.190353618208	0.281931304279	253782|8877	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660661
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	Reactome	R-HSA-110313	2	39	0.190353618208	0.281931304279	10459|7415	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110313
Apoptotic cleavage of cell adhesion  proteins	Reactome	R-HSA-351906	1	10	0.194841914196	0.283223813419	7082	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-351906
p75NTR regulates axonogenesis	Reactome	R-HSA-193697	1	10	0.194841914196	0.283223813419	57142	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193697
Gamma-carboxylation of protein precursors	Reactome	R-HSA-159740	1	10	0.194841914196	0.283223813419	2147	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159740
Activation of SMO	Reactome	R-HSA-5635838	1	10	0.194841914196	0.283223813419	408	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5635838
Alpha-defensins	Reactome	R-HSA-1462054	1	10	0.194841914196	0.283223813419	417	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1462054
Regulation of signaling by NODAL	Reactome	R-HSA-1433617	1	10	0.194841914196	0.283223813419	4838	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1433617
Nuclear Envelope Reassembly	Reactome	R-HSA-2995410	1	10	0.194841914196	0.283223813419	4001	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2995410
Regulated proteolysis of p75NTR	Reactome	R-HSA-193692	1	10	0.194841914196	0.283223813419	5970	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193692
Initiation of Nuclear Envelope Reformation	Reactome	R-HSA-2995383	1	10	0.194841914196	0.283223813419	4001	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2995383
FCGR activation	Reactome	R-HSA-2029481	1	10	0.194841914196	0.283223813419	4067	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2029481
Transport of Mature mRNA Derived from an Intronless Transcript	Reactome	R-HSA-159231	1	10	0.194841914196	0.283223813419	1977	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159231
Activation of the AP-1 family of transcription factors	Reactome	R-HSA-450341	1	10	0.194841914196	0.283223813419	3725	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450341
Hormone ligand-binding receptors	Reactome	R-HSA-375281	1	10	0.194841914196	0.283223813419	2492	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375281
Dectin-2 family	Reactome	R-HSA-5621480	1	10	0.194841914196	0.283223813419	4067	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5621480
Calcitonin-like ligand receptors	Reactome	R-HSA-419812	1	10	0.194841914196	0.283223813419	133	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-419812
Negative regulation of activity of TFAP2 (AP-2) family transcription factors	Reactome	R-HSA-8866904	1	10	0.194841914196	0.283223813419	51741	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866904
CMP phosphorylation	BioCyc	PWY-7205	1	10	0.194841914196	0.283223813419	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7205
Regulation of autophagy	KEGG PATHWAY	hsa04140	2	40	0.197450673896	0.286425360282	5562|5563	http://www.genome.jp/kegg-bin/show_pathway?hsa04140/hsa:5562%09red/hsa:5563%09red
Negative regulation of MAPK pathway	Reactome	R-HSA-5675221	2	40	0.197450673896	0.286425360282	5037|152559	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5675221
Histamine H1 receptor mediated signaling pathway	PANTHER	P04385	2	41	0.204579226589	0.296461160833	5584|5588	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04385
Resolution of Sister Chromatid Cohesion	Reactome	R-HSA-2500257	4	116	0.207430450128	0.29854684843	6249|332|9126|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2500257
De novo pyrimidine ribonucleotides biosythesis	PANTHER	P02740	1	11	0.21055183146	0.29854684843	4830	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02740
Dermatan sulfate biosynthesis	Reactome	R-HSA-2022923	1	11	0.21055183146	0.29854684843	1464	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022923
Endosomal/Vacuolar pathway	Reactome	R-HSA-1236977	1	11	0.21055183146	0.29854684843	1514	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236977
DSCAM interactions	Reactome	R-HSA-376172	1	11	0.21055183146	0.29854684843	9423	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-376172
Import of palmitoyl-CoA into the mitochondrial matrix	Reactome	R-HSA-200425	1	11	0.21055183146	0.29854684843	5563	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-200425
CD28 dependent Vav1 pathway	Reactome	R-HSA-389359	1	11	0.21055183146	0.29854684843	998	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389359
Synthesis of IP2, IP, and Ins in the cytosol	Reactome	R-HSA-1855183	1	11	0.21055183146	0.29854684843	8821	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1855183
FGFR1 ligand binding and activation	Reactome	R-HSA-190242	1	11	0.21055183146	0.29854684843	2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190242
Transport of Mature mRNAs Derived from Intronless Transcripts	Reactome	R-HSA-159234	1	11	0.21055183146	0.29854684843	1977	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159234
Androgen biosynthesis	Reactome	R-HSA-193048	1	11	0.21055183146	0.29854684843	5443	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193048
ATF6-alpha activates chaperones	Reactome	R-HSA-381033	1	11	0.21055183146	0.29854684843	3309	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381033
pyrimidine deoxyribonucleotide phosphorylation	BioCyc	PWY-7197	1	11	0.21055183146	0.29854684843	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7197
terminal O-glycans residues modification	BioCyc	PWY-7434	1	11	0.21055183146	0.29854684843	6480	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7434
melatonin degradation I	BioCyc	PWY-6398	1	11	0.21055183146	0.29854684843	1545	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6398
guanosine deoxyribonucleotides de novo biosynthesis	BioCyc	PWY-7226	1	11	0.21055183146	0.29854684843	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7226
adenosine deoxyribonucleotides de novo biosynthesis	BioCyc	PWY-7227	1	11	0.21055183146	0.29854684843	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7227
reactive oxygen species degradation	BioCyc	DETOX1-PWY-1	1	11	0.21055183146	0.29854684843	6648	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=DETOX1-PWY-1
Graft-versus-host disease	KEGG PATHWAY	hsa05332	2	42	0.211735353497	0.29854684843	355|3569	http://www.genome.jp/kegg-bin/show_pathway?hsa05332/hsa:3569%09red/hsa:355%09red
RNA Polymerase III Transcription	Reactome	R-HSA-74158	2	42	0.211735353497	0.29854684843	55290|7702	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74158
Retinoid metabolism and transport	Reactome	R-HSA-975634	2	42	0.211735353497	0.29854684843	2719|5948	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975634
RNA Polymerase III Abortive And Retractive Initiation	Reactome	R-HSA-749476	2	42	0.211735353497	0.29854684843	55290|7702	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-749476
TNF signaling	Reactome	R-HSA-75893	2	42	0.211735353497	0.29854684843	8517|10399	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75893
Signaling by Retinoic Acid	Reactome	R-HSA-5362517	2	42	0.211735353497	0.29854684843	216|5915	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5362517
Phospholipase C-mediated cascade; FGFR3	Reactome	R-HSA-5654227	2	42	0.211735353497	0.29854684843	1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654227
Beta defensins	Reactome	R-HSA-1461957	2	42	0.211735353497	0.29854684843	1235|729230	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1461957
Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	PANTHER	P00027	4	118	0.215572838872	0.303654048761	4988|5584|5588|1129	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00027
Regulation of APC/C activators between G1/S and early anaphase	Reactome	R-HSA-176408	3	80	0.220472292402	0.310245441404	10197|6500|8945	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-176408
Aldosterone synthesis and secretion	KEGG PATHWAY	hsa04925	3	81	0.225597520952	0.311350221633	1385|3164|185	http://www.genome.jp/kegg-bin/show_pathway?hsa04925/hsa:3164%09red/hsa:1385%09red/hsa:185%09red
ABC transporter disorders	Reactome	R-HSA-5619084	3	81	0.225597520952	0.311350221633	10197|7415|1080	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5619084
Josephin domain DUBs	Reactome	R-HSA-5689877	1	12	0.225955603169	0.311350221633	7415	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689877
VLDLR internalisation and degradation	Reactome	R-HSA-8866427	1	12	0.225955603169	0.311350221633	10062	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866427
P2Y receptors	Reactome	R-HSA-417957	1	12	0.225955603169	0.311350221633	5029	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-417957
Reversible hydration of carbon dioxide	Reactome	R-HSA-1475029	1	12	0.225955603169	0.311350221633	768	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1475029
Vitamin B5 (pantothenate) metabolism	Reactome	R-HSA-199220	1	12	0.225955603169	0.311350221633	2194	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199220
Ethanol oxidation	Reactome	R-HSA-71384	1	12	0.225955603169	0.311350221633	216	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71384
Downregulation of ERBB2:ERBB3 signaling	Reactome	R-HSA-1358803	1	12	0.225955603169	0.311350221633	208	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1358803
Early Phase of HIV Life Cycle	Reactome	R-HSA-162594	1	12	0.225955603169	0.311350221633	1234	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162594
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Reactome	R-HSA-933543	1	12	0.225955603169	0.311350221633	8517	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-933543
SHC-mediated cascade:FGFR3	Reactome	R-HSA-5654704	1	12	0.225955603169	0.311350221633	2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654704
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	Reactome	R-HSA-75035	1	12	0.225955603169	0.311350221633	7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75035
superpathway of melatonin degradation	BioCyc	PWY-6402	1	12	0.225955603169	0.311350221633	1545	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6402
UTP and CTP de novo biosynthesis	BioCyc	PWY-7176	1	12	0.225955603169	0.311350221633	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7176
guanosine ribonucleotides de novo biosynthesis	BioCyc	PWY-7221	1	12	0.225955603169	0.311350221633	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7221
folate transformations I	BioCyc	PWY-2201	1	12	0.225955603169	0.311350221633	10797	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-2201
purine deoxyribonucleosides salvage	BioCyc	PWY-7224	1	12	0.225955603169	0.311350221633	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7224
Vasopressin-regulated water reabsorption	KEGG PATHWAY	hsa04962	2	44	0.226115338264	0.311350221633	1385|360	http://www.genome.jp/kegg-bin/show_pathway?hsa04962/hsa:1385%09red/hsa:360%09red
Hexose transport	Reactome	R-HSA-189200	2	44	0.226115338264	0.311350221633	3099|6513	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-189200
Phospholipase C-mediated cascade: FGFR1	Reactome	R-HSA-5654219	2	44	0.226115338264	0.311350221633	1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654219
Telomere Maintenance	Reactome	R-HSA-157579	3	82	0.23074551907	0.317415787208	7015|3014|3015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-157579
Mitotic Prometaphase	Reactome	R-HSA-68877	4	124	0.240491234718	0.325880589589	6249|332|9126|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68877
PLC beta mediated events	Reactome	R-HSA-112043	2	46	0.240561988661	0.325880589589	1385|5321	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112043
Fatty acid biosynthesis	KEGG PATHWAY	hsa00061	1	13	0.241059187901	0.325880589589	2194	http://www.genome.jp/kegg-bin/show_pathway?hsa00061/hsa:2194%09red
RHO GTPases Activate NADPH Oxidases	Reactome	R-HSA-5668599	1	13	0.241059187901	0.325880589589	27035	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668599
O2/CO2 exchange in erythrocytes	Reactome	R-HSA-1480926	1	13	0.241059187901	0.325880589589	51706	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1480926
Sodium/Calcium exchangers	Reactome	R-HSA-425561	1	13	0.241059187901	0.325880589589	6717	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425561
Trafficking and processing of endosomal TLR	Reactome	R-HSA-1679131	1	13	0.241059187901	0.325880589589	1514	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1679131
Golgi Cisternae Pericentriolar Stack Reorganization	Reactome	R-HSA-162658	1	13	0.241059187901	0.325880589589	2801	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162658
Erythrocytes take up carbon dioxide and release oxygen	Reactome	R-HSA-1237044	1	13	0.241059187901	0.325880589589	51706	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1237044
Signaling by Activin	Reactome	R-HSA-1502540	1	13	0.241059187901	0.325880589589	10468	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1502540
Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	Reactome	R-HSA-400511	1	13	0.241059187901	0.325880589589	5122	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400511
Assembly Of The HIV Virion	Reactome	R-HSA-175474	1	13	0.241059187901	0.325880589589	5045	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-175474
Defective EXT1 causes exostoses 1, TRPS2 and CHDS	Reactome	R-HSA-3656253	1	13	0.241059187901	0.325880589589	2719	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3656253
Facilitative Na+-independent glucose transporters	Reactome	R-HSA-428790	1	13	0.241059187901	0.325880589589	6513	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428790
PI3K events in ERBB2 signaling	Reactome	R-HSA-1963642	1	13	0.241059187901	0.325880589589	5295	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1963642
Defective EXT2 causes exostoses 2	Reactome	R-HSA-3656237	1	13	0.241059187901	0.325880589589	2719	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3656237
Depolymerisation of the Nuclear Lamina	Reactome	R-HSA-4419969	1	13	0.241059187901	0.325880589589	4001	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4419969
triacylglycerol degradation	BioCyc	LIPAS-PWY	1	13	0.241059187901	0.325880589589	11343	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=LIPAS-PWY
Insulin secretion	KEGG PATHWAY	hsa04911	3	85	0.246312369044	0.332027189629	3783|6513|1385	http://www.genome.jp/kegg-bin/show_pathway?hsa04911/hsa:6513%09red/hsa:1385%09red/hsa:3783%09red
M/G1 Transition	Reactome	R-HSA-68874	3	85	0.246312369044	0.332027189629	1869|10197|1871	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68874
DNA Replication Pre-Initiation	Reactome	R-HSA-69002	3	85	0.246312369044	0.332027189629	1869|10197|1871	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69002
Sphingolipid metabolism	KEGG PATHWAY	hsa00600	2	47	0.247801931596	0.332129965352	253782|8877	http://www.genome.jp/kegg-bin/show_pathway?hsa00600/hsa:8877%09red/hsa:253782%09red
@@Sphingolipid metabolism	Reactome	R-HSA-428157	2	83	0.49587131336	0.55490361257	253782|8877	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428157
Phospholipase C-mediated cascade; FGFR2	Reactome	R-HSA-5654221	2	47	0.247801931596	0.332129965352	1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654221
G-protein mediated events	Reactome	R-HSA-112040	2	47	0.247801931596	0.332129965352	1385|5321	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112040
Pyruvate metabolism and Citric Acid (TCA) cycle	Reactome	R-HSA-71406	2	47	0.247801931596	0.332129965352	2739|682	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71406
Gap junction trafficking	Reactome	R-HSA-190828	2	47	0.247801931596	0.332129965352	2705|2706	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190828
NRAGE signals death through JNK	Reactome	R-HSA-193648	2	47	0.247801931596	0.332129965352	23365|9181	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193648
Glycosphingolipid biosynthesis - globo series	KEGG PATHWAY	hsa00603	1	14	0.255868428407	0.339392741349	6489	http://www.genome.jp/kegg-bin/show_pathway?hsa00603/hsa:6489%09red
Organic cation/anion/zwitterion transport	Reactome	R-HSA-549132	1	14	0.255868428407	0.339392741349	861	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-549132
p130Cas linkage to MAPK signaling for integrins	Reactome	R-HSA-372708	1	14	0.255868428407	0.339392741349	1398	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-372708
SHC-mediated cascade:FGFR1	Reactome	R-HSA-5654688	1	14	0.255868428407	0.339392741349	2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654688
Synthesis of PIPs at the early endosome membrane	Reactome	R-HSA-1660516	1	14	0.255868428407	0.339392741349	8821	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660516
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	Reactome	R-HSA-399955	1	14	0.255868428407	0.339392741349	8829	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-399955
Nicotinate metabolism	Reactome	R-HSA-196807	1	14	0.255868428407	0.339392741349	10135	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196807
Activated point mutants of FGFR2	Reactome	R-HSA-2033519	1	14	0.255868428407	0.339392741349	2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2033519
IRF3-mediated induction of type I IFN	Reactome	R-HSA-3270619	1	14	0.255868428407	0.339392741349	29110	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3270619
CS/DS degradation	Reactome	R-HSA-2024101	1	14	0.255868428407	0.339392741349	1464	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2024101
Reduction of cytosolic Ca++ levels	Reactome	R-HSA-418359	1	14	0.255868428407	0.339392741349	6717	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418359
Meiotic recombination	Reactome	R-HSA-912446	3	87	0.256779190918	0.340280694732	672|3014|3015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912446
Gap junction	KEGG PATHWAY	hsa04540	3	88	0.262035335404	0.346269749691	5159|7082|80310	http://www.genome.jp/kegg-bin/show_pathway?hsa04540/hsa:7082%09red/hsa:80310%09red/hsa:5159%09red
Collagen formation	Reactome	R-HSA-1474290	3	88	0.262035335404	0.346269749691	977|1514|3918	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474290
Class B/2 (Secretin family receptors)	Reactome	R-HSA-373080	3	88	0.262035335404	0.346269749691	133|8324|2535	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373080
Chondroitin sulfate/dermatan sulfate metabolism	Reactome	R-HSA-1793185	2	49	0.262299367322	0.346294108543	1464|2719	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1793185
Salivary secretion	KEGG PATHWAY	hsa04970	3	89	0.267304926269	0.349769326545	3783|362|3346	http://www.genome.jp/kegg-bin/show_pathway?hsa04970/hsa:3783%09red/hsa:362%09red/hsa:3346%09red
Neurotransmitter Release Cycle	Reactome	R-HSA-112310	2	50	0.269550938632	0.349769326545	27165|2744	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112310
Cross-presentation of soluble exogenous antigens (endosomes)	Reactome	R-HSA-1236978	2	50	0.269550938632	0.349769326545	10197|9902	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236978
Deadenylation-dependent mRNA decay	Reactome	R-HSA-429914	2	50	0.269550938632	0.349769326545	1977|1981	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-429914
General transcription by RNA polymerase I	PANTHER	P00022	1	15	0.270389053854	0.349769326545	284119	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00022
Glycosphingolipid biosynthesis - ganglio series	KEGG PATHWAY	hsa00604	1	15	0.270389053854	0.349769326545	6489	http://www.genome.jp/kegg-bin/show_pathway?hsa00604/hsa:6489%09red
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	Reactome	R-HSA-975144	1	15	0.270389053854	0.349769326545	8517	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975144
