##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Fcgamma receptor (FCGR) dependent phagocytosis	Reactome	R-HSA-2029480	2	82	0.0159236959467	0.0315289179744	5594|5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2029480
Telomere Maintenance	Reactome	R-HSA-157579	2	82	0.0159236959467	0.0315289179744	7015|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-157579
Ras signaling pathway	KEGG PATHWAY	hsa04014	3	228	0.016070618344	0.031729169551	57144|5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04014/hsa:57144%09red/hsa:5594%09red/hsa:207%09red
Signalling to p38 via RIT and RIN	Reactome	R-HSA-187706	3	230	0.0164401239466	0.0322536659732	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-187706
ARMS-mediated activation	Reactome	R-HSA-170984	3	230	0.0164401239466	0.0322536659732	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-170984
Gastrin-CREB signalling pathway via PKC and MAPK	Reactome	R-HSA-881907	4	421	0.0164758986357	0.0322536659732	5747|5594|2149|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-881907
Frs2-mediated activation	Reactome	R-HSA-170968	3	231	0.0166266606134	0.0324571149439	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-170968
Prolonged ERK activation events	Reactome	R-HSA-169893	3	233	0.0170033050638	0.033099130363	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-169893
Interleukin receptor SHC signaling	Reactome	R-HSA-912526	3	236	0.0175772089582	0.0341204644484	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912526
Signalling to RAS	Reactome	R-HSA-167044	3	237	0.0177708958599	0.0344000861198	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167044
VEGFR2 mediated cell proliferation	Reactome	R-HSA-5218921	3	238	0.0179657764708	0.0346193462468	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5218921
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	Reactome	R-HSA-210744	1	7	0.018124289338	0.0346193462468	4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210744
Signaling by TGF-beta Receptor Complex in Cancer	Reactome	R-HSA-3304351	1	7	0.018124289338	0.0346193462468	7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3304351
Binding of TCF/LEF:CTNNB1 to target gene promoters	Reactome	R-HSA-4411364	1	7	0.018124289338	0.0346193462468	1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4411364
Class B/2 (Secretin family receptors)	Reactome	R-HSA-373080	2	88	0.0181339432721	0.0346193462468	89780|7474	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373080
Dilated cardiomyopathy	KEGG PATHWAY	hsa05414	2	90	0.0188979314295	0.0359787540678	3678|7040	http://www.genome.jp/kegg-bin/show_pathway?hsa05414/hsa:3678%09red/hsa:7040%09red
Interleukin-2 signaling	Reactome	R-HSA-451927	3	243	0.0189581021623	0.0359944241054	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-451927
Signalling to ERKs	Reactome	R-HSA-187687	3	244	0.019160154902	0.0362786539537	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-187687
Toll Like Receptor TLR6:TLR2 Cascade	Reactome	R-HSA-168188	2	92	0.0196753113769	0.0370516053919	5594|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168188
MyD88:Mal cascade initiated on plasma membrane	Reactome	R-HSA-166058	2	92	0.0196753113769	0.0370516053919	5594|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166058
Fc gamma R-mediated phagocytosis	KEGG PATHWAY	hsa04666	2	93	0.0200689809753	0.0376379548117	5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04666/hsa:5594%09red/hsa:207%09red
FCERI mediated MAPK activation	Reactome	R-HSA-2871796	3	249	0.0201883769802	0.0376379548117	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2871796
Release of Hh-Np from the secreting cell	Reactome	R-HSA-5362798	1	8	0.0203668586643	0.0376379548117	6868	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5362798
RNF mutants show enhanced WNT signaling and proliferation	Reactome	R-HSA-5340588	1	8	0.0203668586643	0.0376379548117	89780	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5340588
Activation of PUMA and translocation to mitochondria	Reactome	R-HSA-139915	1	8	0.0203668586643	0.0376379548117	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-139915
AMPK inhibits chREBP transcriptional activation activity	Reactome	R-HSA-163680	1	8	0.0203668586643	0.0376379548117	6794	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163680
AKT phosphorylates targets in the nucleus	Reactome	R-HSA-198693	1	8	0.0203668586643	0.0376379548117	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198693
Chaperonin-mediated protein folding	Reactome	R-HSA-390466	2	94	0.020465947882	0.0377204837294	7157|6774	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390466
RET signaling	Reactome	R-HSA-8853659	3	251	0.0206080519359	0.03788164454	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8853659
Interleukin-3, 5 and GM-CSF signaling	Reactome	R-HSA-512988	3	252	0.0208196874294	0.0379534734109	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-512988
G2/M DNA damage checkpoint	Reactome	R-HSA-69473	2	95	0.0208661953385	0.0379534734109	7157|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69473
Toll Like Receptor 2 (TLR2) Cascade	Reactome	R-HSA-181438	2	95	0.0208661953385	0.0379534734109	5594|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-181438
Toll Like Receptor TLR1:TLR2 Cascade	Reactome	R-HSA-168179	2	95	0.0208661953385	0.0379534734109	5594|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168179
Progesterone-mediated oocyte maturation	KEGG PATHWAY	hsa04914	2	98	0.0220864542871	0.0397556177168	5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04914/hsa:5594%09red/hsa:207%09red
TRIF-mediated TLR3/TLR4 signaling 	Reactome	R-HSA-937061	2	98	0.0220864542871	0.0397556177168	5594|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937061
MyD88-independent TLR3/TLR4 cascade 	Reactome	R-HSA-166166	2	98	0.0220864542871	0.0397556177168	5594|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166166
Toll Like Receptor 3 (TLR3) Cascade	Reactome	R-HSA-168164	2	98	0.0220864542871	0.0397556177168	5594|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168164
Estrogen signaling pathway	KEGG PATHWAY	hsa04915	2	99	0.0224996575112	0.0399612831747	5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04915/hsa:5594%09red/hsa:207%09red
Endocytosis	KEGG PATHWAY	hsa04144	3	260	0.0225559449151	0.0399612831747	7852|7040|2149	http://www.genome.jp/kegg-bin/show_pathway?hsa04144/hsa:2149%09red/hsa:7852%09red/hsa:7040%09red
Netrin mediated repulsion signals	Reactome	R-HSA-418886	1	9	0.0226043621998	0.0399612831747	5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418886
Signal attenuation	Reactome	R-HSA-74749	1	9	0.0226043621998	0.0399612831747	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74749
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	Reactome	R-HSA-8849469	1	9	0.0226043621998	0.0399612831747	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8849469
MAPK3 (ERK1) activation	Reactome	R-HSA-110056	1	9	0.0226043621998	0.0399612831747	3569	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110056
GP1b-IX-V activation signalling	Reactome	R-HSA-430116	1	9	0.0226043621998	0.0399612831747	2316	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-430116
Protein folding	Reactome	R-HSA-391251	2	100	0.0229160583564	0.0404092326743	7157|6774	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-391251
NCAM signaling for neurite out-growth	Reactome	R-HSA-375165	3	262	0.023002005277	0.040457841769	5747|5594|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375165
Glucagon signaling pathway	KEGG PATHWAY	hsa04922	2	102	0.0237583873114	0.0414724493875	207|5562	http://www.genome.jp/kegg-bin/show_pathway?hsa04922/hsa:207%09red/hsa:5562%09red
UCH proteinases	Reactome	R-HSA-5689603	2	102	0.0237583873114	0.0414724493875	4092|7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689603
Cell surface interactions at the vascular wall	Reactome	R-HSA-202733	2	102	0.0237583873114	0.0414724493875	3678|2335	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202733
Apoptotic cleavage of cell adhesion  proteins	Reactome	R-HSA-351906	1	10	0.0248368112609	0.0427094545999	999	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-351906
Regulation of gene expression by Hypoxia-inducible Factor	Reactome	R-HSA-1234158	1	10	0.0248368112609	0.0427094545999	3091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234158
Alpha-defensins	Reactome	R-HSA-1462054	1	10	0.0248368112609	0.0427094545999	417	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1462054
Regulated proteolysis of p75NTR	Reactome	R-HSA-193692	1	10	0.0248368112609	0.0427094545999	6868	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193692
Activation of the AP-1 family of transcription factors	Reactome	R-HSA-450341	1	10	0.0248368112609	0.0427094545999	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450341
Role of second messengers in netrin-1 signaling	Reactome	R-HSA-418890	1	10	0.0248368112609	0.0427094545999	7224	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418890
TRIF-mediated programmed cell death	Reactome	R-HSA-2562578	1	11	0.0270642171387	0.0461958189092	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2562578
IRAK4 deficiency (TLR2/4)	Reactome	R-HSA-5603041	1	11	0.0270642171387	0.0461958189092	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5603041
MyD88 deficiency (TLR2/4)	Reactome	R-HSA-5602498	1	11	0.0270642171387	0.0461958189092	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5602498
Chromosome Maintenance	Reactome	R-HSA-73886	2	110	0.0272523528886	0.0464026549185	7015|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73886
Cholinergic synapse	KEGG PATHWAY	hsa04725	2	111	0.0277028566609	0.0470541168284	5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04725/hsa:5594%09red/hsa:207%09red
Activated TLR4 signalling	Reactome	R-HSA-166054	2	112	0.0281563647998	0.0477074836339	5594|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166054
Cell Cycle, Mitotic	Reactome	R-HSA-69278	4	503	0.0290937058008	0.0484382043729	7157|84962|5594|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69278
The NLRP3 inflammasome	Reactome	R-HSA-844456	1	12	0.0292865910999	0.0484382043729	114548	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-844456
Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	R-HSA-1474151	1	12	0.0292865910999	0.0484382043729	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474151
Spry regulation of FGF signaling	Reactome	R-HSA-1295596	1	12	0.0292865910999	0.0484382043729	10253	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1295596
TP53 Regulates Transcription of Death Receptors and Ligands	Reactome	R-HSA-6803211	1	12	0.0292865910999	0.0484382043729	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803211
eNOS activation	Reactome	R-HSA-203615	1	12	0.0292865910999	0.0484382043729	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-203615
Downregulation of ERBB2:ERBB3 signaling	Reactome	R-HSA-1358803	1	12	0.0292865910999	0.0484382043729	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1358803
ERKs are inactivated	Reactome	R-HSA-202670	1	12	0.0292865910999	0.0484382043729	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202670
TP53 Regulates Transcription of Caspase Activators and Caspases	Reactome	R-HSA-6803207	1	12	0.0292865910999	0.0484382043729	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803207
Early Phase of HIV Life Cycle	Reactome	R-HSA-162594	1	12	0.0292865910999	0.0484382043729	7852	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162594
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	Reactome	R-HSA-6804116	1	13	0.031503944386	0.0508909870851	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804116
Golgi Cisternae Pericentriolar Stack Reorganization	Reactome	R-HSA-162658	1	13	0.031503944386	0.0508909870851	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162658
Erythrocytes take up carbon dioxide and release oxygen	Reactome	R-HSA-1237044	1	13	0.031503944386	0.0508909870851	51706	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1237044
O2/CO2 exchange in erythrocytes	Reactome	R-HSA-1480926	1	13	0.031503944386	0.0508909870851	51706	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1480926
Notch-HLH transcription pathway	Reactome	R-HSA-350054	1	13	0.031503944386	0.0508909870851	4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-350054
Repression of WNT target genes	Reactome	R-HSA-4641265	1	13	0.031503944386	0.0508909870851	1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641265
Advanced glycosylation endproduct receptor signaling	Reactome	R-HSA-879415	1	13	0.031503944386	0.0508909870851	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-879415
DCC mediated attractive signaling	Reactome	R-HSA-418885	1	13	0.031503944386	0.0508909870851	5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418885
Passive transport by Aquaporins	Reactome	R-HSA-432047	1	13	0.031503944386	0.0508909870851	362	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-432047
AKT phosphorylates targets in the cytosol	Reactome	R-HSA-198323	1	13	0.031503944386	0.0508909870851	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198323
Vascular smooth muscle contraction	KEGG PATHWAY	hsa04270	2	120	0.0318907094055	0.0513959572513	10672|5594	http://www.genome.jp/kegg-bin/show_pathway?hsa04270/hsa:5594%09red/hsa:10672%09red
Activation of HOX genes during differentiation	Reactome	R-HSA-5619507	2	122	0.0328532498729	0.0527020883378	84962|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5619507
Activation of anterior HOX genes in hindbrain development during early embryogenesis	Reactome	R-HSA-5617472	2	122	0.0328532498729	0.0527020883378	84962|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5617472
PDGF signaling pathway	PANTHER	P00047	2	123	0.0333387789787	0.0533574453401	6774|5594	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00047
Signal regulatory protein (SIRP) family interactions	Reactome	R-HSA-391160	1	14	0.0337162882136	0.0538372989218	5747	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-391160
Toll Like Receptor 4 (TLR4) Cascade	Reactome	R-HSA-166016	2	125	0.0343182791896	0.0545471731156	5594|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166016
Adaptive Immune System	Reactome	R-HSA-1280218	5	787	0.0352458380544	0.0551997299465	2475|999|5594|207|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1280218
Huntington disease	PANTHER	P00029	2	127	0.0353089350244	0.0551997299465	7157|207	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00029
JAK/STAT signaling pathway	PANTHER	P00038	1	15	0.0359236337747	0.0551997299465	6774	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00038
S37 mutants of beta-catenin aren't phosphorylated	Reactome	R-HSA-5358749	1	15	0.0359236337747	0.0551997299465	1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358749
SUMOylation of transcription factors	Reactome	R-HSA-3232118	1	15	0.0359236337747	0.0551997299465	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3232118
S45 mutants of beta-catenin aren't phosphorylated	Reactome	R-HSA-5358751	1	15	0.0359236337747	0.0551997299465	1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358751
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	Reactome	R-HSA-4839743	1	15	0.0359236337747	0.0551997299465	1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4839743
Signaling by cytosolic FGFR1 fusion mutants	Reactome	R-HSA-1839117	1	15	0.0359236337747	0.0551997299465	6774	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1839117
T41 mutants of beta-catenin aren't phosphorylated	Reactome	R-HSA-5358752	1	15	0.0359236337747	0.0551997299465	1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358752
Activation of BAD and translocation to mitochondria 	Reactome	R-HSA-111447	1	15	0.0359236337747	0.0551997299465	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111447
S33 mutants of beta-catenin aren't phosphorylated	Reactome	R-HSA-5358747	1	15	0.0359236337747	0.0551997299465	1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358747
Activation of Rac	Reactome	R-HSA-428540	1	15	0.0359236337747	0.0551997299465	57144	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428540
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	Reactome	R-HSA-193807	1	15	0.0359236337747	0.0551997299465	9420	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193807
WNT5A-dependent internalization of FZD4	Reactome	R-HSA-5099900	1	15	0.0359236337747	0.0551997299465	7474	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5099900
Ligand-dependent caspase activation	Reactome	R-HSA-140534	1	15	0.0359236337747	0.0551997299465	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140534
Mitotic Prophase	Reactome	R-HSA-68875	2	132	0.0378335969159	0.0580059350946	5594|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68875
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	Reactome	R-HSA-2173791	1	16	0.0381259922366	0.0581967238324	7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173791
TRAF6 mediated induction of TAK1 complex	Reactome	R-HSA-937072	1	16	0.0381259922366	0.0581967238324	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937072
Diseases of glycosylation	Reactome	R-HSA-3781865	2	136	0.0399017469559	0.0607734299789	4851|4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3781865
Primary bile acid biosynthesis	KEGG PATHWAY	hsa00120	1	17	0.0403233747416	0.0608803893158	9420	http://www.genome.jp/kegg-bin/show_pathway?hsa00120/hsa:9420%09red
Inflammasomes	Reactome	R-HSA-622312	1	17	0.0403233747416	0.0608803893158	114548	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-622312
KSRP (KHSRP) binds and destabilizes mRNA	Reactome	R-HSA-450604	1	17	0.0403233747416	0.0608803893158	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450604
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	Reactome	R-HSA-450385	1	17	0.0403233747416	0.0608803893158	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450385
Cell-extracellular matrix interactions	Reactome	R-HSA-446353	1	18	0.0425157924078	0.0628218425131	2316	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446353
Regulation of gene expression in beta cells	Reactome	R-HSA-210745	1	18	0.0425157924078	0.0628218425131	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210745
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	Reactome	R-HSA-936964	1	18	0.0425157924078	0.0628218425131	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-936964
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	R-HSA-1234176	1	18	0.0425157924078	0.0628218425131	3091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234176
Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)	Reactome	R-HSA-5083632	1	18	0.0425157924078	0.0628218425131	4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5083632
Defective GALNT12 causes colorectal cancer 1 (CRCS1)	Reactome	R-HSA-5083636	1	18	0.0425157924078	0.0628218425131	4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5083636
Ephrin signaling	Reactome	R-HSA-3928664	1	18	0.0425157924078	0.0628218425131	2048	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3928664
Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)	Reactome	R-HSA-5083625	1	18	0.0425157924078	0.0628218425131	4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5083625
Pre-NOTCH Processing in Golgi	Reactome	R-HSA-1912420	1	18	0.0425157924078	0.0628218425131	4851	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912420
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	Reactome	R-HSA-6804114	1	18	0.0425157924078	0.0628218425131	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804114
Regulation of TP53 Activity through Methylation	Reactome	R-HSA-6804760	1	19	0.0447032563286	0.0656402589722	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804760
Regulation of TLR by endogenous ligand	Reactome	R-HSA-5686938	1	19	0.0447032563286	0.0656402589722	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5686938
Beta-catenin independent WNT signaling	Reactome	R-HSA-3858494	2	145	0.0447073625323	0.0656402589722	1499|7474	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3858494
Cell adhesion molecules (CAMs)	KEGG PATHWAY	hsa04514	2	146	0.0452540023838	0.0663023755856	1366|999	http://www.genome.jp/kegg-bin/show_pathway?hsa04514/hsa:999%09red/hsa:1366%09red
Signaling by Hedgehog	Reactome	R-HSA-5358351	2	148	0.0463547229596	0.0677717785042	6868|8405	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358351
IL-6-type cytokine receptor ligand interactions	Reactome	R-HSA-6788467	1	20	0.0468857775727	0.0681504857354	3589	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6788467
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	Reactome	R-HSA-6803204	1	20	0.0468857775727	0.0681504857354	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803204
Adrenergic signaling in cardiomyocytes	KEGG PATHWAY	hsa04261	2	149	0.0469087758958	0.0681504857354	5594|207	http://www.genome.jp/kegg-bin/show_pathway?hsa04261/hsa:5594%09red/hsa:207%09red
Toll-Like Receptors Cascades	Reactome	R-HSA-168898	2	150	0.0474652721543	0.0688147146505	5594|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168898
Regulation of FZD by ubiquitination	Reactome	R-HSA-4641263	1	21	0.0490633671846	0.0705413142301	89780	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641263
CTLA4 inhibitory signaling	Reactome	R-HSA-389513	1	21	0.0490633671846	0.0705413142301	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389513
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	Reactome	R-HSA-6804115	1	21	0.0490633671846	0.0705413142301	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804115
ERK/MAPK targets	Reactome	R-HSA-198753	1	21	0.0490633671846	0.0705413142301	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198753
Phagosome	KEGG PATHWAY	hsa04145	2	155	0.0502839230013	0.0721464982193	3678|7099	http://www.genome.jp/kegg-bin/show_pathway?hsa04145/hsa:7099%09red/hsa:3678%09red
eNOS activation and regulation	Reactome	R-HSA-203765	1	22	0.0512360361842	0.0730587923367	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-203765
Common Pathway of Fibrin Clot Formation	Reactome	R-HSA-140875	1	22	0.0512360361842	0.0730587923367	2149	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140875
Metabolism of nitric oxide	Reactome	R-HSA-202131	1	22	0.0512360361842	0.0730587923367	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202131
